appid,name,developer,publisher,score_rank,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,Free to Play,MOBA,Strategy,Multiplayer,Team-Based,Action,e-sports,Online Co-Op,Competitive,PvP,RTS,Difficult,RPG,Tower Defense,Fantasy,Co-op,Character Customization,Replay Value,Action RPG,Simulation
12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,Rockstar Games,37,2381046,45276,1215217,32396,15179,3626,867,106,195,29,228,1999,,,,129,,241,,,,,,,,,,,,,,
35450,Rising Storm/Red Orchestra 2 Multiplayer,Tripwire Interactive,Tripwire Interactive,84,2417974,45623,1560707,36696,62528,7360,1591,216,289,77,1458,1999,,,105,429,243,422,,,,,,112,,,,110,,,,145
292030,The Witcher 3: Wild Hunt,CD PROJEKT RED,CD PROJEKT RED,98,2388296,45344,2120740,42744,313093,16463,4062,658,1878,185,20542,3999,,,,,,1852,,,,,,,4271,,2515,,,,1429,
211820,Starbound,,Chucklefish,73,2388522,45347,2317839,44675,156093,11627,3314,505,1507,134,6399,1499,,,,1890,,1024,,,,,,,1351,,,819,,,,
367540,Starbound - Unstable,,,,2387843,45340,286813,15758,10648,3037,542,91,34,13,265,,,,,,,,,,,,,,,,,,,,,
362300,H1Z1 Test Server,,,,2279551,44307,302672,16187,6797,2426,139,49,8,21,48,,,,,,,,,,,,,,,,,,,,,
295110,H1Z1,Daybreak Game Company,Daybreak Game Company,21,2279778,44309,2235148,43876,116674,10053,3717,591,958,60,7562,1999,,,,1676,,948,,,,,,,384,,,891,,,,481
35720,Trine 2,Frozenbyte,Frozenbyte,95,2305378,44555,1566144,36760,13366,3403,387,114,199,82,208,1999,,,,144,,225,,269,,,,,70,,403,401,,,,
40800,Super Meat Boy,Team Meat,,93,2257350,44092,1915711,40637,40326,5910,312,80,109,17,166,1499,,,,,,151,,,,,,845,,,,,,75,,
265930,Goat Simulator,Coffee Stain Studios,Coffee Stain Studios,73,2337548,44863,2151324,43050,49161,6526,441,157,143,26,496,999,,,,,,1012,,,,,,,,,,330,,,,3148
236110,Dungeon Defenders II,Trendy Entertainment,Trendy Entertainment,41,2277286,44285,1722917,38548,47349,6404,781,279,127,43,1458,0,280,47,237,275,,198,,162,,,,,221,321,110,239,,,,
15620,"Warhammer 40,000: Dawn of War II","Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",70,2317612,44673,1828263,39703,28998,5012,1765,244,680,114,828,1999,,,276,104,,37,,42,,,199,,40,,27,53,,,,
280790,Creativerse,Playful Corporation,Playful Corporation,56,2237866,43902,1919789,40680,96964,9164,530,284,86,54,3300,0,542,,,534,,192,,,,,,,152,,,139,,,,131
212680,FTL: Faster Than Light,Subset Games,Subset Games,98,2332791,44818,2041900,41947,94018,9024,1702,261,640,69,1974,999,,,1538,,,,,,,,,1001,178,,,,,930,,545
241930,Middle-earth: Shadow of Mordor,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)","WB Games, Feral Interactive (Mac)",84,2321010,44705,2039634,41924,67965,7673,1290,311,920,86,2197,1999,,,,,,976,,,,,,,563,,736,,,,387,
462780,Darksiders Warmastered Edition,"KAIKO, Vigil Games",THQ Nordic,56,2255990,44078,207973,13420,22202,4385,343,183,164,115,397,1999,,,,,,53,,,,,,,31,,15,,,,,
32370,Star Wars: Knights of the Old Republic,"BioWare, Aspyr (Mac)","LucasArts, Aspyr (Mac), Disney Interactive, Lucasfilm",73,2298355,44488,1576112,36876,36022,5586,868,238,167,48,929,999,,,,,,145,,,,,,,656,,105,,,,,
39120,RIFT,Trion Worlds,Trion Worlds,45,2287028,44379,1220654,32468,10648,3037,2682,525,209,102,723,0,763,,50,238,,128,,75,,77,,,400,,276,117,111,,,
6060,Star Wars - Battlefront II,Pandemic Studios,"Lucasfilm, LucasArts, Disney Interactive",77,2314440,44642,1756220,38917,68871,7724,764,253,187,48,818,999,,,152,513,,610,,,,,,,,,,151,,,,
50620,Darksiders,Vigil Games,THQ Nordic,73,2218609,43714,1257129,32948,6117,2302,639,215,196,153,107,0,,,,,,436,,,,,,,57,,158,,,,88,
282440,Quake Live,id Software,Bethesda Softworks,56,2288840,44396,1218389,32438,18124,3962,423,298,40,40,942,999,,,,298,,233,167,,154,,,88,,,,,,,,
248570,Toribash,Nabi Studios,"Nicalis, Inc.",70,2227445,43800,1617797,37359,26053,4751,305,98,40,36,304,0,536,,206,271,,241,,,,,,102,,,,53,,,,132
214950,Total War: ROME II - Emperor Edition,Creative Assembly,SEGA,45,2200032,43532,2058665,42118,169913,12130,8239,625,2696,230,10757,5995,,,1891,514,,137,,165,,,375,,,,,140,,,,151
48700,Mount & Blade: Warband,TaleWorlds Entertainment,TaleWorlds Entertainment,98,2209547,43625,2021284,41736,214996,13644,6646,500,2077,153,12188,1999,,,890,789,,929,,,,,,,1305,,188,,,,,286
51100,Tactical Intervention,"FIX Korea, Co.LTD, FIX Games, Co. LTD","FIX Games, Co. LTD",25,2226992,43796,1189617,32054,9289,2836,222,984,24,15,54,0,991,,98,421,,478,,,,,,,64,,,246,,,,96
9340,Company of Heroes: Opposing Fronts,Relic Entertainment,SEGA,87,2150191,43039,621202,23181,4531,1981,897,203,63,35,0,1999,,,95,19,,56,,,,,58,,,,,,,,,
50130,Mafia II,"2K Czech, Feral Interactive (Mac)","2K Games, Feral Interactive (Mac)",90,2169448,43230,1683497,38106,30811,5166,1684,192,875,72,1118,2999,,,,150,,932,,,,,,,99,,,,,,,
107100,Bastion,Supergiant Games,Warner Bros. Interactive Entertainment,98,2127083,42808,1691426,38196,12687,3315,366,112,200,53,156,1499,,,,,,984,,,,,,,757,,227,,,,453,
24200,DC Universe Online,Daybreak Game Company,Daybreak Game Company,54,2117341,42710,2117341,42710,21749,4340,1437,573,341,164,980,0,623,,,217,,337,,102,,100,,,256,,77,106,185,,,
391540,Undertale,tobyfox,tobyfox,95,2097858,42515,1887619,40339,153148,11517,950,176,551,49,3172,999,,,,,,,,,,,,,4167,,,,,2649,,
555570,Infestation: The New Z,Fredaikis AB,"OP Productions LLC, Fredaikis AB",7,2081093,42345,1574300,36855,231988,14173,641,471,52,64,8620,0,657,,,463,,275,,,,219,,,157,,,165,,,,
299360,Block N Load Beta,"Jagex, Artplant",Jagex,41,2058438,42115,1377427,34483,54825,6891,455,177,68,38,1503,0,440,89,203,298,168,349,,,,125,,,,,,,,,,
238460,BattleBlock Theater,The Behemoth,The Behemoth,98,2049150,42021,1789523,39282,75668,8096,460,112,252,51,767,1499,,,,572,148,403,,235,,,,136,,,,730,,,,
201790,Orcs Must Die! 2,Robot Entertainment,Robot Entertainment,95,2056626,42097,1542583,36484,19483,4108,731,203,341,83,341,1499,,,324,121,,377,,222,,,,,43,582,174,386,,,,
104900,ORION: Prelude,"Trek Industries, Inc","Trek Industries, Inc",39,2025588,41780,1521966,36240,12687,3315,232,88,89,47,116,99,,,41,459,114,519,,391,,63,,,,,,363,,,,
17470,Dead Space,EA Redwood Shores,Electronic Arts,73,2016753,41689,956270,28748,11101,3101,385,85,98,30,159,1999,,,,,,435,,,,,,,22,,,,,,,
9480,Saints Row 2,Volition,Deep Silver,43,2023549,41759,1009962,29542,9289,2836,978,508,159,68,335,999,,,,74,,283,,98,,,,,,,,151,190,74,,
22370,Fallout 3 - Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,56,2028307,41808,1709777,38401,31491,5223,1066,106,232,5,629,1999,,,,,,483,,,,,,,1161,,,,,352,171,
413150,Stardew Valley,ConcernedApe,Chucklefish,98,1984130,41352,1836192,39789,311507,16422,2908,580,1605,145,16798,1499,,,,110,,,,,,,,,904,,,,,,,853
34030,Napoleon: Total War,"The Creative Assembly, Feral Interactive (Mac)","SEGA, Feral Interactive (Mac)",84,1980505,41315,1603978,37199,63208,7399,3808,467,768,142,2664,1999,,,291,108,,44,,,,,108,,,,,14,,,,16
262410,World of Guns: Gun Disassembly,Noble Empire Corp.,Noble Empire Corp.,54,1963967,41143,1345484,34082,27866,4913,185,98,40,27,274,0,347,,,67,,72,,,,,,,,,,12,,,,291
20540,Company of Heroes: Tales of Valor,Relic Entertainment,SEGA,90,1965552,41159,626639,23282,7476,2545,1778,188,158,14,92,1999,,,110,35,,23,,,,,58,,,,,,,,,
316010,Magic Duels,Stainless Games Ltd.,Wizards of the Coast LLC,34,1956490,41065,1413449,34929,81558,8405,1499,604,141,173,4289,0,289,,150,127,,12,,25,,,,,,,54,53,,,,
108800,Crysis 2 Maximum Edition,Crytek Studios,Electronic Arts,52,1945389,40949,1022876,29729,11781,3194,424,138,144,108,185,2999,,,,177,,426,,,,,,,20,,,,,,,
28050,Deus Ex: Human Revolution,,,,1918203,40663,1615985,37338,7023,2466,1488,311,917,189,544,0,,,,,,,,,,,,,,,,,,,,
203290,Americas Army: Proving Grounds Beta,U.S. Army,U.S. Army,41,1929531,40782,980511,29109,19257,4084,1160,729,33,92,1043,0,618,,105,314,,338,,,,,,,,,,112,,,,115
209000,Batman: Arkham Origins,"WB Games Montreal, Splash Damage",Warner Bros. Interactive Entertainment,62,1896455,40433,1328719,33870,22655,4430,1142,427,634,117,614,1999,,,,196,,681,,,,,,,,,,,,,,
268420,Aura Kingdom,X-Legend,Aeria Games,50,1949920,40996,879696,27576,18577,4011,882,509,66,57,934,0,559,,,217,,115,,36,,,,,373,,210,22,,,,
239220,The Mighty Quest For Epic Loot,Ubisoft Montreal,Ubisoft Montreal,25,1878784,40245,1137963,31353,2402,1776,967,386,203,55,43,0,,,,,,,,,,,,,,,,,,,,
286940,S.K.I.L.L. - Special Force 2,"Dragonfly GF Co., LTD",Gameforge 4D GmbH,31,1954225,41041,1366553,34347,46896,6374,611,227,91,45,1773,0,814,,,400,,436,,40,,,,,,,,177,,,,
233450,Prison Architect,Introversion Software,Introversion Software,90,1912766,40606,1746931,38814,78840,8264,1638,291,622,100,2508,2999,,,926,,,144,,,,,79,,,,,,,185,,1086
57690,Tropico 4,"Haemimont Games, Feral Interactive (Mac)","Kalypso Media Digital, Feral Interactive (Mac)",84,1993871,41453,1291338,33392,22429,4408,1181,256,281,89,675,1499,,,396,,,,,,,,31,,,,,,,,,413
221910,The Stanley Parable,Galactic Cafe,Galactic Cafe,80,1913672,40615,1550512,36577,39193,5827,228,85,131,45,263,1499,,,,,,,,,,,,,,,,,,,,
212500,The Lord of the Rings Online,"Standing Stone Games, LLC","Standing Stone Games, LLC",54,1918656,40668,894422,27805,26733,4812,1705,647,89,173,1640,0,578,,,171,,136,,83,,71,,,309,,298,92,117,,,
207610,The Walking Dead,Telltale Games,Telltale Games,98,1904157,40515,1612360,37296,16765,3811,783,258,671,95,382,2499,,,,,,181,,,,,,,,,,,,,,
214420,Gear Up,Doctor Entertainment AB,Doctor Entertainment AB,37,1911180,40589,1342992,34051,21749,4340,167,59,24,19,161,0,526,,75,300,,266,,,,157,,,,,,,,,,62
208580,Star Wars: Knights of the Old Republic II,"Obsidian Entertainment, Aspyr (Mac, Linux, & Windows Update)","LucasArts, Disney Interactive, Lucasfilm, Aspyr (Mac, Linux)",70,1889885,40363,977792,29069,25600,4709,1182,339,374,95,1155,999,,,,,,83,,,,,,,498,,,,108,,,
231430,Company of Heroes 2,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",41,1860660,40052,1567277,36773,161077,11811,4421,487,803,198,7614,1999,,,1120,471,,133,,148,,,865,,,,,172,,,,54
310380,Fractured Space,Edge Case Games Ltd.,Edge Case Games Ltd.,34,1866550,40115,1034656,29900,28998,5012,254,166,36,34,450,0,239,219,203,272,104,215,,,98,234,,,,,,56,,,,19
11020,TrackMania Nations Forever,Nadeo,Ubisoft,77,1859074,40035,1295643,33447,43724,6154,446,170,80,37,553,0,233,,7,137,,40,,,36,,,20,,,,8,,,,54
335240,Transformice,Atelier 801,Atelier 801,56,1861339,40059,1383997,34565,43271,6122,723,299,40,32,2049,0,579,,102,241,,73,,102,,,,,,,,77,,,,
236830,Red Orchestra 2: Heroes of Stalingrad - Single Player,,,,1916164,40642,585860,22513,3398,1715,165,55,47,67,53,0,,,,,,,,,,,,,,,,,,,,
219150,Hotline Miami,Dennaton Games,Devolver Digital,98,1819427,39608,1560254,36691,29678,5070,350,69,246,21,214,999,,,,,,1209,,,,,,437,,,,,,,,
244850,Space Engineers,Keen Software House,Keen Software House,70,1880369,40262,1688028,38157,92886,8970,2850,478,533,117,4888,2499,,,596,1569,,679,,,,,,,,,,725,,,,1325
24740,Burnout Paradise: The Ultimate Box,Criterion Games,Electronic Arts,65,1824638,39664,1144307,31440,12460,3285,407,93,110,37,179,1999,,,,249,,65,,20,,,,,,,,48,,,,5
105450,Age of Empires III: Complete Collection,Ensemble Studios,Microsoft Studios,77,1784539,39228,1475750,35688,59356,7170,1563,407,337,125,2860,3999,,,743,355,,111,,83,,,539,,,,,104,,,,247
205930,Hitman: Sniper Challenge,IO Interactive,Square Enix,,1722917,38548,597187,22729,7476,2545,97,34,29,10,29,2499,,,,,,,,,,,,,,,,,,,,
380600,Fishing Planet,Fishing Planet LLC,Fishing Planet LLC,43,1721784,38535,1175797,31868,41006,5960,664,431,38,48,2066,0,310,,,164,,26,,30,,,,,,,,77,,,,209
24960,Battlefield: Bad Company 2,DICE,Electronic Arts,67,1728127,38606,1611454,37286,55731,6948,3230,126,705,49,873,1999,,,61,553,241,497,,,,,,,,,,124,,,,57
65800,Dungeon Defenders,Trendy Entertainment,Trendy Entertainment,84,1767774,39044,1475977,35690,13140,3374,2523,319,696,117,425,1499,,,313,233,,254,,252,,,,,349,536,178,313,,,71,
212070,Star Conflict,Star Gem Inc.,Gaijin Entertainment,50,1762563,38987,1001127,29413,22655,4430,953,514,81,84,967,0,532,,,224,,256,,,85,80,,,,,,95,,,,163
207230,Archeblade,CodeBrush Games,Codebrush Games,39,1785218,39235,798817,26280,5211,2124,302,145,43,30,61,0,757,115,,196,72,343,,49,,97,,,74,,54,50,,,,
41070,Serious Sam 3: BFE,Croteam,Devolver Digital,73,1739228,38729,1244216,32779,18351,3987,563,268,220,49,327,3999,,,,121,,416,,190,,,,84,,,,289,,,,
12750,GRID,Codemasters Studios,Codemasters,50,1715441,38465,664926,23981,21749,4340,410,78,58,15,199,269,,,,,,,,,,,,,,,,,,,,
17080,Tribes: Ascend,Hi-Rez Studios,Hi-Rez Studios,50,1713628,38444,899406,27882,13366,3403,493,464,47,16,83,0,639,,,272,62,292,,44,69,,,52,34,,,98,,,,
251570,7 Days to Die,The Fun Pimps,The Fun Pimps Entertainment LLC,52,1782273,39203,1708418,38386,195966,13027,4293,768,850,214,14101,2499,,,,1535,,911,,587,,,,,573,,,907,,,,
213670,South Park: The Stick of Truth,Obsidian Entertainment,Ubisoft,98,1745345,38797,1559121,36678,24241,4582,987,244,756,76,882,2999,,,,,,636,,,,,,,2166,,155,,,,,
113420,Fallen Earth,Reloaded Productions,Gamersfirst,14,1736510,38699,786583,26079,5664,2215,594,40,41,12,107,0,1217,,,687,,229,,,,,,,344,,,259,,,120,
407250,Pro Evolution Soccer 2016 myClub,Konami Digital Entertainment,Konami Digital Entertainment,16,1628898,37486,1120972,31118,14499,3544,795,198,71,57,334,0,,,,,,,,,,,,,,,,,,,,
349700,Aftermath,Free Reign Entertainment,"OP Productions LLC, Free Reign East LLC",8,1731979,38649,1273441,33160,7023,2466,301,12,48,9,10,0,1093,,,671,,390,,262,,,,,,,,284,,,,
16450,F.E.A.R. 2: Project Origin,Monolith,Warner Bros. Interactive Entertainment,67,1650421,37732,672402,24115,2266,1401,702,146,362,215,80,1499,,,,49,,136,,,,,,,,,,,,,,
56400,"Warhammer 40,000: Dawn of War II  Retribution","Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",80,1615305,37330,1142268,31412,40099,5894,2316,339,680,118,1127,2999,,,269,122,,32,,84,,,251,,39,,29,60,,,,
391460,WARMODE,WARTEAM,WARTEAM,21,1638187,37592,1348429,34119,40326,5910,143,208,29,34,330,0,433,,,266,,216,,13,,,,,,,,72,,,,
317360,Double Action: Boogaloo,Double Action Factory,Double Action Factory,84,1603298,37192,918662,28178,13820,3460,128,282,40,34,82,0,413,,,238,,254,,51,,,,,,,,89,,,,
21100,F.E.A.R. 3,Day 1 Studios,Warner Bros. Interactive Entertainment,34,1592877,37071,778201,25940,9289,2836,472,91,227,59,119,1999,,,,110,,208,,84,,,,,,,,191,,,,
246280,Happy Wars,Toylogic inc.,Toylogic inc.,43,1643851,37657,1041453,29997,5664,2215,252,88,46,105,8,0,,,,,,,,,,,,,,,,,,,,
216250,Dead Island Riptide,Techland,Deep Silver,,1605111,37213,1128901,31228,14046,3488,849,165,338,73,347,1999,,,,,,,,,,,,,,,,,,,,
372000,Tree of Savior (English Ver.),"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",17,1596049,37108,1264832,33048,41006,5960,3126,1500,294,268,4205,0,246,,,29,,64,,,,,,,267,,135,12,,,11,
475150,Titan Quest Anniversary Edition,"Iron Lore Entertainment, THQ Nordic",THQ Nordic,84,1593556,37079,361122,17680,40099,5894,883,553,262,194,1816,1999,,,,65,,71,,,,,,,126,,28,22,,,60,
258160,Rise of Incarnates,BANDAI NAMCO Studio,BANDAI NAMCO Entertainment,,1574979,36863,686675,24369,1379,1349,54,1,15,1,1,0,,,,,,,,,,,,,,,,,,,,
20570,"Warhammer 40,000: Dawn of War II - Chaos Rising","Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",80,1587440,37008,946981,28608,8156,2658,1315,165,482,71,232,1999,,,148,47,,14,,,,,122,,27,,,24,,,,
346010,Besiege,Spiderling Studios,Spiderling Studios,93,1576565,36882,1472125,35644,68645,7711,634,164,218,36,907,799,,,303,,,166,,,,,,64,,,,,,,,355
250900,The Binding of Isaac: Rebirth,"Nicalis, Inc.","Nicalis, Inc.",98,1582455,36950,1538958,36441,402807,18672,6270,494,2415,179,14755,1499,,,,,,503,,,,,,1234,,,,403,,1379,,
4700,Medieval II: Total War,"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",93,1601486,37171,1098997,30813,94698,9057,3996,529,657,137,5066,1999,,,361,99,,50,,,,,139,,,,,,,,,54
12110,Grand Theft Auto: Vice City,Rockstar Games,Rockstar Games,84,1584041,36969,776842,25917,16538,3785,421,233,63,33,278,999,,,,76,,300,,,,,,,,,,,,,,
204300,Awesomenauts,Ronimo Games,Ronimo Games,65,1545528,36518,1161071,31668,24694,4625,1535,385,363,119,634,999,,685,232,525,,392,,119,110,,,,,,,254,,,,
261640,Borderlands: The Pre-Sequel,"2K Australia, Gearbox Software, Aspyr (Mac and Linux)","2K, Aspyr (Mac and Linux)",52,1554816,36627,1321243,33775,59130,7157,2193,408,1091,120,1983,3999,,,,654,,948,,573,,,,,757,,,956,,,405,
201700,DiRT Showdown,Codemasters Racing Studio,Codemasters,50,1586533,36997,585180,22499,40779,5943,231,69,70,24,1264,149,,,,76,,96,,,,,,,,,,,,,,18
24980,Mass Effect 2,BioWare,Electronic Arts,93,1540997,36465,858853,27248,22202,4385,2346,519,1471,158,1514,1999,,,,,,518,,,,,,,868,,,,167,,151,
55110,Red Faction: Armageddon,Volition,THQ Nordic,35,1516982,36181,587672,22547,2719,1534,335,86,111,80,49,1999,,,,30,,159,,,,,,,,,,53,,,,
239030,"Papers, Please",3909,3909,95,1539864,36452,1351600,34159,32397,5297,350,217,194,41,418,999,,,187,,,,,,,,,112,,,,,,124,,700
298240,Red Crucible: Firestorm,"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC",17,1575659,36871,1164923,31721,16312,3759,167,81,25,37,218,0,538,,,338,,313,,,,95,,,,,,76,,,,133
204100,Max Payne 3,Rockstar Studios,Rockstar Games,56,1504296,36030,1207514,32293,14726,3571,822,257,537,102,346,1999,,,,284,,574,,,,,,,,,,,,,,
389570,Mitos.is: The Game,Freakinware Studios,Freakinware Studios,54,1511092,36111,1315352,33700,33076,5353,663,310,69,56,864,0,360,,129,229,,84,,60,,51,,24,,,,38,,,,100
282070,This War of Mine,11 bit studios,11 bit studios,93,1520834,36227,1261433,33004,46896,6374,857,273,354,67,1074,1999,,,540,,,,,,,,,267,,,,,,,,544
220200,Kerbal Space Program,Squad,Squad,98,1538958,36441,1475297,35682,118033,10111,4335,413,919,117,5928,3999,,,342,,,,,,,,,336,,,,,,337,,1915
22330,The Elder Scrolls IV: Oblivion ,Bethesda Game Studios,Bethesda Softworks,93,1538278,36433,1185992,32005,36701,5638,1666,438,416,92,1324,1499,,,,,,272,,,,,,,854,,577,,190,,130,
242920,Banished,Shining Rock Software LLC,Shining Rock Software LLC,77,1500444,35984,1388755,34624,66153,7570,1838,434,684,149,2939,1999,,,2099,,,,,,,,155,393,,,,,,,,1966
108710,Alan Wake,Remedy Entertainment,Remedy Entertainment,80,1493195,35897,1093559,30737,7929,2621,451,154,182,70,153,2999,,,,,,708,,,,,,,,,,,,,,
233720,Surgeon Simulator,Bossa Studios,Bossa Studios,56,1507920,36073,1287940,33348,15405,3653,219,40,118,24,80,999,,,30,,,104,,,,,,272,,,,,,,,509
316390,sZone-Online,Cybertime System,Cybertime System,5,1520154,36218,916397,28144,7703,2583,475,1047,21,34,396,0,838,,,556,,301,,225,,174,,,198,,,198,,,,
239140,Dying Light,Techland,Techland,87,1479148,35729,1413902,34935,99003,9260,2237,415,1449,106,3824,5999,,,,1592,,1758,,,,,,,680,,,1788,,,,
289070,Sid Meier’s Civilization® VI,"Firaxis, Aspyr (Mac, Linux)","2K, Aspyr (Mac, Linux)",41,1476430,35696,1452869,35411,367692,17840,3614,872,1766,346,35009,5999,,,1019,544,,,,128,,,,,,,,114,,,,256
379720,DOOM,id Software,Bethesda Softworks,84,1458306,35477,1354093,34191,144086,11171,1012,190,570,48,2975,5999,,,,680,,1024,,,,,,335,,,,125,,,,
4920,Natural Selection 2,Unknown Worlds Entertainment,Unknown Worlds Entertainment,59,1471672,35639,1031258,29851,12687,3315,1077,597,155,89,507,999,,,500,490,408,386,,70,220,,286,,,,,144,,,,
381210,Dead by Daylight,Behaviour Digital Inc.,Starbreeze Studios,32,1475524,35685,1405520,34831,284321,15689,2764,536,606,146,16733,1999,,,443,1320,597,733,,593,,,,307,,,,1050,,,,
47830,Medal of Honor(TM) Multiplayer,Electronic Arts,Electronic Arts,28,1458306,35477,430446,19301,3625,1772,406,41,55,42,21,1999,,,,73,,147,,,,,,,,,,15,,,,
47790,Medal of Honor(TM) Single Player,Electronic Arts,Electronic Arts,28,1458306,35477,543268,21680,9289,2836,277,177,88,165,58,1999,,,,73,,147,,,,,,,,,,15,,,,
214560,Mark of the Ninja,Klei Entertainment,Microsoft Studios,98,1416620,34968,1058444,30240,11554,3164,412,87,214,38,122,1499,,,26,,,440,,,,,,,,,,,,48,,
389430,Knight Online,"Noah System, Mgame",NTTGame,7,1437916,35229,1241497,32743,16991,3836,2480,2402,28,95,3391,0,352,,79,89,,160,,,,94,,,103,,21,,24,,65,
50300,Spec Ops: The Line,Yager Development,"2K Games, Missing Link Games",90,1429307,35124,957176,28761,10874,3069,428,124,294,41,125,2999,,,,145,,610,,,,,,,,,,101,,,,
238320,Outlast,Red Barrels,Red Barrels,95,1354772,34199,1028993,29818,29452,5051,368,235,156,36,212,1999,,,,,,522,,,,,,182,,,,,,,,
259080,Just Cause 2: Multiplayer Mod,Avalanche Studios,Square Enix,84,1440861,35265,1440861,35265,27639,4893,462,116,151,43,318,0,82,,,267,,255,,,,,,,,,,53,,,,
9900,Star Trek Online,Cryptic Studios,Perfect World Entertainment,43,1457173,35463,874712,27497,39873,5877,4505,970,346,239,2335,0,422,,41,93,,108,,43,,46,,,218,,,46,76,,31,
6020,Star Wars Jedi Knight: Jedi Academy,"Raven Software, Aspyr (Mac)","LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",90,1408012,34862,733571,25186,17671,3912,557,161,139,82,347,999,,,,86,,172,,,,,,,37,,,,67,,,
