"","score_rank","average_forever","price","Strategy","Multiplayer","Action","COOP","Early_Access","Open_World","Adventure","Indie","Casual","Horror","Puzzle","Platformer","Two_Dimensional","Pixel_Graphics","Point_And_Click","VR"
"342",90,252,999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"343",50,55,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"344",95,577,399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"345",90,228,1499,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0
"347",80,106,599,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"349",62,3526,1999,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"350",80,2173,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"351",80,1545,1999,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"352",70,2587,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"354",56,1457,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"355",43,648,999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"356",20,437,1999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"357",70,4268,3999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"358",93,819,999,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
"360",93,370,699,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"361",95,700,2499,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
"362",22,381,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"363",77,331,999,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"364",95,3373,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365",95,5567,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",98,192,999,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"367",13,3818,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"368",18,1275,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"369",50,905,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370",95,1917,99,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
"371",18,715,2999,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"372",84,12078,3999,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"373",93,311,1999,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
"374",28,217,699,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"375",65,2593,1299,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"376",87,348,1499,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"377",62,1276,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378",62,407,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379",59,816,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"380",90,309,999,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"383",73,388,1499,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"384",35,202,999,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"385",43,1125,999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"386",43,1095,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387",87,2287,2999,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"388",95,456,1499,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
"389",84,796,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"390",39,589,1999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"391",22,60,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
"392",26,135,599,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"393",87,177,999,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"394",9,233,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"395",16,333,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"396",77,96,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"397",77,1586,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"398",77,368,2999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"399",50,1046,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0
"400",56,360,1299,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"401",25,135,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"402",67,1594,2499,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"403",45,198,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
"404",37,103,699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"405",73,2532,499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407",23,572,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"409",56,1764,2999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"411",59,2093,2999,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"412",84,915,2999,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"413",45,511,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"414",47,1940,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
"417",93,969,1499,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"418",87,406,499,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"419",98,629,1499,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0
"420",90,997,1999,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1
"421",26,720,1499,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"422",19,5234,4999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"424",95,171,499,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0
"425",54,1281,399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426",90,331,1499,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"427",50,945,4999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"428",93,242,1999,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"429",39,23,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"430",87,1579,1199,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"431",73,669,1499,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"432",52,795,2999,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"433",73,765,1999,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"434",93,722,499,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"435",90,677,1499,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0
"436",84,1453,1999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"437",28,101,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"438",19,609,5999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"439",19,2246,5999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"440",37,401,999,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"441",84,75,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"442",65,54,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
"443",65,505,1499,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"444",93,612,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"445",56,1440,2999,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"446",93,709,1999,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"447",41,2080,1999,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"448",31,168,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"449",28,1685,5999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"450",77,585,1999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"452",90,1982,1299,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"453",56,1334,2999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"454",70,5055,3999,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"455",26,641,1999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"456",22,3732,2499,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"457",73,99,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0
"458",80,367,999,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"459",50,1201,2999,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"460",59,486,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"461",6,2744,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
"462",98,304,299,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
"463",98,607,2499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"464",25,119,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"465",28,429,1999,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"466",93,1098,1299,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"467",50,202,1499,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0
"468",7,190,1499,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"469",73,960,1499,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"470",80,1184,999,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"471",52,267,699,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472",41,1321,2499,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"473",62,343,499,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"474",84,684,3999,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
"475",52,587,1999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"476",25,196,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"477",21,1654,1999,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
"478",47,3952,2999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"479",77,165,299,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
"481",93,489,1499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"482",56,127,1499,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
"483",90,612,1499,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"484",34,710,999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"485",15,850,799,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"486",84,305,999,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
"487",45,1416,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"488",67,3400,3999,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"489",62,1163,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"490",31,4452,2999,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
"491",29,314,999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"492",90,512,599,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"493",95,682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"494",70,170,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"495",70,261,1299,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"497",45,328,899,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"498",90,418,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"499",90,298,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"501",50,719,599,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0
"502",70,622,999,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"503",65,504,499,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"504",56,389,1999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"505",98,2005,1499,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"507",65,119,199,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0
"508",67,1624,2999,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"509",70,219,499,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"510",35,384,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"511",25,1023,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"512",50,4713,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"513",90,689,999,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"514",90,437,3999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"515",39,2692,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"516",67,1556,1999,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"517",31,519,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"519",22,77,299,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"520",77,838,1799,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0
"521",39,594,2999,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"522",22,653,1999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"523",95,546,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0
"524",90,157,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0
"526",90,673,2999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"527",50,82,799,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0
"528",87,2738,999,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"529",73,957,999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"530",93,65,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0
"531",34,5701,4499,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"532",99,108,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"534",77,679,1499,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
"535",17,117,699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"536",87,376,999,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"537",54,441,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
"538",32,362,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0
"539",50,1476,999,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"540",70,2525,1799,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"541",84,410,599,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"542",65,694,1999,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"543",77,400,999,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0
"544",54,281,999,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"545",65,381,899,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"546",73,2051,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0
"547",87,304,1499,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0
"548",59,896,1999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"549",87,2153,1999,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0
"550",17,102,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
"551",90,168,999,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
"552",20,2096,1999,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"553",70,580,1499,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"555",67,746,999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"556",52,813,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"557",93,774,999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"558",93,1235,1999,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"559",67,284,699,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"560",90,1142,1999,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"561",62,254,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"562",62,147,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"563",84,817,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"564",62,129,1299,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
"565",43,2313,2999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"566",70,174,999,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"567",9,250,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"568",13,113,599,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"569",87,3228,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"570",98,189,1499,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0
"571",70,256,999,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"573",73,934,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574",47,1128,2999,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
"575",59,441,999,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"576",90,572,999,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"577",77,361,1999,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
"578",56,666,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"579",59,1162,2999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"580",87,581,999,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"581",9,84,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
"582",65,1401,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"583",70,1671,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"584",8,112,599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"585",47,48,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"586",41,87,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"587",90,695,999,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"588",87,307,999,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0
"589",47,1030,999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"590",93,554,1999,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"591",65,476,1499,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"592",59,592,1499,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"593",65,990,2499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594",80,193,699,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"596",98,239,999,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
"597",23,633,1999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"599",65,165,999,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0
"600",95,300,1499,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"601",47,3133,2499,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"602",99,3624,2000,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
"603",32,592,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"604",23,1294,1999,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"606",41,1572,2999,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
"607",62,347,999,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"608",59,382,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"609",39,741,599,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"610",67,4195,3999,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"611",93,239,999,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0
"612",87,184,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"613",45,155,499,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"614",87,3417,2499,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"615",80,957,1499,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0
"616",25,498,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"617",70,432,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"618",2,1607,5999,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"619",23,1588,2999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"621",67,557,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"622",95,844,3999,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"623",31,1980,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
"624",39,2629,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"625",56,230,699,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"626",84,148,999,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"627",32,616,1499,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"628",12,100,699,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629",59,267,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0
"631",54,292,2499,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"632",67,2724,2999,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"633",90,255,999,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"634",52,607,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"635",73,298,699,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"636",47,961,1999,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"637",41,504,1999,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"638",52,994,499,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"639",25,753,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"640",47,639,1499,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"641",20,223,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0
"642",87,141,49,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0
"643",73,1239,1499,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
"644",67,194,375,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"645",19,238,999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"646",62,258,699,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"647",34,219,499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648",43,173,499,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"649",37,356,1999,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"650",77,554,1999,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"651",37,425,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"652",19,699,1499,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"653",73,687,1199,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
"654",80,973,1499,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"655",13,138,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"656",65,312,374,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"657",56,313,2999,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0
"658",39,1197,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
"659",84,1260,1999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"660",59,929,1999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"661",41,149,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"662",16,1030,1999,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"664",2,581,2999,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"665",84,216,999,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"666",98,169,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"667",98,163,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"668",98,687,1499,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0
"669",43,128,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"670",77,132,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0
"671",62,134,199,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
"672",14,337,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"673",39,54,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0
"674",50,436,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"675",7,709,499,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"676",90,405,1499,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
"677",25,155,299,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
"678",67,521,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
"679",29,415,999,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
"680",20,400,999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"681",62,400,499,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"682",59,438,2999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"683",84,974,999,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
"684",16,1105,4999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"685",11,269,299,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
"686",67,464,1999,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
"687",54,255,999,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0
"688",10,303,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
"689",54,1798,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"690",77,180,249,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"691",84,198,299,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
"692",56,372,1999,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"693",87,500,1999,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
"694",15,261,199,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
"695",11,275,199,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
"696",16,42,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"697",84,672,999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"698",77,6118,2499,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"699",70,263,899,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"700",93,117,999,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
"701",19,680,799,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
"702",62,64,1999,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
