"","score_rank","average_forever","price","Strategy","Multiplayer","Action","COOP","Early_Access","Open_World","Adventure","Indie","Casual","Horror","Puzzle","Platformer","Two_Dimensional","Pixel_Graphics","Point_And_Click","VR"
"2307",16,609,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"2308",19,595,2999,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2309",80,18,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"2310",41,72,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"2311",67,210,1499,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0
"2313",41,929,999,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"2315",35,217,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2316",90,228,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2317",62,1914,5999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2319",37,98,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2320",5,174,399,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"2321",50,513,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2322",67,153,799,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"2323",87,631,599,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"2324",77,105,1499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2325",70,211,799,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
"2326",73,29,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"2327",80,952,499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2328",20,317,999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2329",62,151,499,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"2330",8,105,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"2333",73,375,599,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"2334",43,187,999,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"2335",31,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2336",28,136,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"2337",70,135,1499,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"2338",90,214,999,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
"2339",90,120,299,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
"2340",39,432,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2342",7,92,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2343",80,162,449,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
"2344",47,189,1499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2345",34,895,4499,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"2346",8,149,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2347",39,226,49,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
"2348",3,282,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2349",21,301,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2350",59,1014,3999,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
"2351",56,556,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2353",50,221,699,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"2354",8,164,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2356",20,747,599,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"2357",41,268,999,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"2358",17,162,799,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"2359",45,138,999,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"2360",13,23,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2361",52,1034,1499,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"2362",9,83,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2364",28,3434,1299,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2365",34,170,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2366",2,171,1499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2368",70,441,1999,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"2369",59,217,2499,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"2370",7,246,799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2371",9,184,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"2372",26,248,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2373",7,50,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2374",41,2370,2999,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2375",34,1186,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2376",9,530,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2377",59,96,199,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
"2378",6,50,1999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2379",41,76,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"2380",35,157,1299,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0
"2381",3,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2382",1,224,699,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"2384",26,337,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2385",4,414,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2386",80,85,499,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"2387",39,432,1499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2388",9,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"2389",35,242,50,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"2390",41,256,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"2391",73,226,199,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
"2392",47,560,599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2393",62,241,99,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"2394",84,167,99,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"2395",19,269,999,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2396",73,781,599,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
"2397",2,88,299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2398",32,320,999,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
"2399",98,606,1499,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"2400",31,194,499,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0
"2402",21,213,999,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"2403",9,9,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"2405",16,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2407",98,98,99,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"2408",73,655,1799,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"2410",77,115,499,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2411",43,255,899,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2412",54,358,499,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"2413",37,569,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2414",3,74,1999,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"2415",62,1986,3999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"2416",70,217,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2417",23,167,69,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
"2418",67,212,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2419",56,1023,1999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2420",37,137,499,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
"2422",59,80,999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"2423",50,58,199,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"2424",56,198,999,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"2425",37,828,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2426",31,1394,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2427",80,1155,1499,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2428",93,717,1499,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0
"2429",95,2836,2999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2430",15,365,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2432",87,146,999,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
"2433",11,202,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2434",41,1064,599,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"2435",84,1184,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2437",11,77,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2438",29,238,499,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"2439",19,582,499,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"2440",54,497,1999,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
"2441",3,37,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2442",70,491,1999,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
"2443",4,146,499,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"2444",11,82,299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2446",73,273,799,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"2447",56,2233,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2448",41,126,599,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"2449",95,244,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2450",93,139,99,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0
"2451",7,229,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2452",62,201,499,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2453",37,119,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2454",15,480,499,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"2455",67,1039,999,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2456",77,121,299,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"2457",45,670,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"2458",65,301,1499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2459",62,233,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2460",19,113,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2461",87,356,799,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"2462",41,235,399,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"2463",65,1189,1999,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2464",20,52,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
"2465",62,142,1499,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2466",37,230,599,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"2468",14,677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2469",13,312,1499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2470",77,18,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0
"2471",90,381,1499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2473",13,610,2999,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2474",84,766,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2475",26,1642,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2476",19,1017,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2477",23,253,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2478",59,196,999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"2480",8,471,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2481",32,253,999,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"2482",87,276,299,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0
"2483",62,245,999,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0
"2484",80,63,599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2485",15,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2486",45,832,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2487",19,77,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2488",100,712,599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2489",43,80,2999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2490",67,69,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"2491",90,414,1999,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
"2492",11,331,1499,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"2493",93,131,699,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2494",6,262,99,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"2495",87,372,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"2496",1,240,1999,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"2497",87,144,499,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
"2498",84,2488,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2499",32,464,1999,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
"2500",22,1457,4499,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2502",52,156,1499,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"2503",39,665,699,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2504",9,611,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2505",77,61,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"2506",47,212,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2507",70,155,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"2508",41,231,899,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"2509",70,236,1499,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
"2510",34,544,499,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"2511",90,262,499,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
"2512",28,654,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2513",14,221,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2514",90,343,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2515",2,29,999,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"2519",93,288,499,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
"2520",41,491,1499,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"2521",31,263,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2524",32,190,299,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"2525",3,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2526",14,150,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2527",50,209,1999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2528",56,117,299,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2529",54,161,499,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"2530",52,1616,2999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"2531",13,373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2533",70,735,299,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"2534",70,335,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2535",95,377,1499,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"2536",41,310,1499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2537",10,1272,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"2539",50,356,1999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2540",50,155,699,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"2541",35,55,199,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
"2543",43,175,1499,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"2544",93,383,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"2545",93,319,999,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
"2546",31,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2547",8,347,3999,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"2548",62,1706,1999,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"2549",16,149,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"2550",65,149,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2551",73,220,499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2552",70,195,999,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"2553",90,151,199,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"2554",3,154,499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2555",17,450,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2556",95,281,999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"2557",13,366,1999,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"2558",43,953,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2559",73,558,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"2560",23,177,2999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"2561",93,715,4499,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"2562",43,110,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"2563",47,211,999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2564",84,661,2999,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0
"2565",1,210,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2566",50,436,1499,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"2567",1,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2568",67,177,1199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2569",2,32,999,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
"2570",90,529,1499,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2571",7,208,199,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"2572",77,574,999,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"2573",13,33,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"2575",11,1292,1999,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"2576",87,214,999,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"2577",98,66,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
"2578",32,588,999,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"2579",34,161,899,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"2580",73,110,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"2581",6,180,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2582",29,356,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2583",67,12,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
"2584",84,156,499,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"2585",50,142,499,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"2586",31,231,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2587",67,443,3999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"2588",52,239,99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2589",67,83,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2590",80,232,599,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"2591",98,2061,2999,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"2592",6,197,99,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"2593",21,321,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2594",15,116,1999,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"2595",2,716,3499,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"2596",37,213,199,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"2597",39,676,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"2598",59,266,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"2599",84,3402,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2600",15,211,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2601",9,302,50,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
"2602",37,94,499,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"2603",17,143,99,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"2604",45,32,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
"2605",87,361,1699,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"2606",5,1757,3999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607",93,132,399,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"2608",35,141,799,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
"2609",52,43,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2610",18,183,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2611",26,249,699,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2613",77,694,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2614",43,5927,3499,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2615",95,292,699,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
"2616",35,1626,1999,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"2617",93,462,1999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"2618",95,79,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
"2619",73,141,999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"2621",31,398,1999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2625",16,356,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2627",41,298,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2628",80,309,999,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"2629",1,6,599,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"2630",90,125,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2631",22,635,799,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2632",23,206,299,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"2633",93,238,999,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
"2634",80,3672,3499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2635",32,197,599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2636",21,39,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2637",73,1079,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2638",2,32,399,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"2639",28,30,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"2641",8,427,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2643",29,1127,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2644",41,223,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2645",15,138,99,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2646",98,1277,2999,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
"2647",90,637,1199,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
"2648",34,366,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2649",93,213,799,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"2650",62,129,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"2651",87,1611,1499,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
"2652",35,974,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2654",7,75,599,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"2655",65,175,99,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"2656",56,298,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2657",8,8,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
"2658",39,123,999,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"2659",80,437,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2660",10,101,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2661",4,4,499,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2662",39,179,999,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"2663",5,225,99,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"2664",32,475,999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"2665",65,1608,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2666",29,100,1124,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2667",67,88,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2669",95,310,999,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
"2670",67,58,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"2671",56,841,1999,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"2672",52,248,499,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2673",5,337,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2674",35,120,999,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2676",19,187,399,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
