@relation R_data_frame

@attribute score_rank numeric
@attribute average_forever numeric
@attribute price numeric
@attribute Strategy numeric
@attribute Multiplayer numeric
@attribute Action numeric
@attribute COOP numeric
@attribute Early_Access numeric
@attribute Open_World numeric
@attribute Adventure numeric
@attribute Indie numeric
@attribute Casual numeric
@attribute Horror numeric
@attribute Puzzle numeric
@attribute Platformer numeric
@attribute Two_Dimensional numeric
@attribute Pixel_Graphics numeric
@attribute Point_And_Click numeric
@attribute VR numeric

@data
26,229,599,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
50,297,999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
47,194,999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
65,195,1499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,203,1299,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
65,291,999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
54,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
15,265,999,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
23,563,499,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
56,86,99,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
70,210,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,242,899,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
22,170,99,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
22,146,599,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
52,192,1499,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0
56,34,299,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0
16,178,799,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
65,588,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
54,198,499,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
37,142,299,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
19,13,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
12,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
45,174,99,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
43,510,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,180,799,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
77,260,499,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
41,18,599,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
93,293,1499,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
59,106,999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
12,124,999,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
10,193,50,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
9,513,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
20,32,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,302,799,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,312,1999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
23,85,999,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
87,117,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,144,999,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
12,10,699,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
90,218,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
16,143,499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,180,99,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
22,250,999,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
26,2811,4999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
56,282,199,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11,110,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,898,1799,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
77,234,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
34,263,1499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,322,999,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
70,302,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,100,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,376,1999,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
35,127,699,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
15,223,399,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35,239,799,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,1133,299,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
80,161,599,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
3,27,199,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,33,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13,238,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23,2952,1999,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
0,154,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,51,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,304,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
65,175,49,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0
7,67,599,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
41,223,499,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
31,189,999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
67,138,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
90,110,99,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
70,254,299,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
62,16,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
5,112,199,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
41,283,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5,199,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,265,799,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
80,19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
29,408,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,124,499,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,2169,3999,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9,159,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17,377,499,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2,59,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,142,499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
8,212,499,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
52,337,1299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,317,199,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
62,220,999,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
34,200,799,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
93,304,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
43,154,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
73,286,499,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
34,650,1499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,154,1499,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
11,759,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
34,327,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,286,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,1132,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,116,799,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
87,722,1999,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37,46,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
11,388,999,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
25,1119,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,54,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
70,55,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8,691,999,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
43,284,499,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
25,544,1999,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
93,524,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
47,2432,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,297,1999,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
29,417,2999,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
20,37,99,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
56,254,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15,304,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,567,499,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
39,343,2499,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
54,208,199,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
54,104,499,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
59,191,699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,230,499,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
7,156,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
29,178,49,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
22,98,999,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
90,260,1499,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
35,102,999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
67,84,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
26,139,499,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
22,112,999,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
43,857,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,212,199,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4,9,49,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
59,126,399,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
39,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,274,449,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
41,5417,3999,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
25,254,1999,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
52,111,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,190,999,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
18,158,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,139,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,437,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,268,999,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
50,49,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0
54,405,1999,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
11,528,399,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
50,56,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
84,432,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,170,999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
87,200,699,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
87,37,799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,248,999,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
43,2763,1999,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
14,202,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,162,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
34,160,699,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12,546,1499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43,351,999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
29,37,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
26,50,999,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3,132,999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
39,236,299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2,1168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,637,799,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
65,104,499,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
65,234,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
43,267,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,361,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
10,6,599,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
39,271,999,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
2,637,499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
18,880,1599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,159,1499,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
9,205,499,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
70,2411,1999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56,1253,1999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
31,270,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
93,173,1999,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
6,107,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,152,1999,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
18,480,1299,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,316,499,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
65,230,1499,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
4,908,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,219,99,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
43,171,999,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
87,62,899,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
52,204,999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,134,499,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,97,299,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
80,507,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
41,190,169,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
8,261,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
77,263,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
52,145,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35,301,799,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8,225,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
95,893,499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,482,999,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12,149,999,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
17,338,3999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,111,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,264,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,168,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14,264,999,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
90,285,799,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
21,16,899,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
62,855,1499,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
87,107,799,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35,253,199,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
20,172,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
41,187,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
90,1335,2999,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
65,185,999,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
84,239,999,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
67,152,999,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
70,294,199,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
13,134,1299,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
95,350,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
54,211,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
93,209,999,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
39,564,499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
54,188,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,359,1499,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
9,391,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,232,2499,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,137,349,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
5,486,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,359,1499,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
9,21,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
35,138,499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
47,220,299,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
59,170,999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
93,87,499,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
37,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,451,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,63,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
90,522,2499,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0
32,228,699,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,518,2999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,519,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,71,699,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
87,454,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
21,170,399,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,253,999,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4,258,799,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,146,1299,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
50,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
70,248,699,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
54,125,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
52,146,999,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
10,102,899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,41,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1434,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39,284,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,273,1499,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17,740,2499,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
67,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
39,296,1499,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
21,74,1500,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
15,21,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
37,166,499,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
20,161,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
47,429,499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1337,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,358,4999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,190,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
65,362,999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15,156,299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
65,253,999,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
31,225,499,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
50,242,999,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
77,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
19,265,499,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
4,222,99,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
70,529,599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
62,154,999,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
95,378,1999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,330,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,175,499,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
31,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,121,999,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0
31,185,99,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5,171,999,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
90,24,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
19,136,999,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
28,295,999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20,674,1999,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
59,547,799,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
15,206,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
95,303,599,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,190,1799,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0
41,95,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
98,79,99,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
95,171,1199,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
45,99,1499,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,24,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
19,20,2999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
59,169,799,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
39,213,399,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
47,517,1499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,182,999,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
9,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
93,110,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
16,272,999,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
65,737,349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3185,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,308,499,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
62,148,999,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
9,100,299,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
95,101,99,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
77,164,299,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
26,263,499,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
62,3151,999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,239,99,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9,572,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,1390,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20,179,399,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
26,214,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
43,818,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,582,1499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,1771,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
7,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,577,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
80,671,2499,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
21,1045,1499,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,259,299,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
59,46,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
15,71,999,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
39,230,1699,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
80,976,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,236,499,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
98,264,999,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
31,142,299,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
59,701,1499,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0
47,9,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,397,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
54,310,999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
25,1106,1999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,1110,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,130,199,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
28,369,999,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
62,342,599,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84,145,499,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
65,551,999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,132,499,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
