@relation R_data_frame

@attribute score_rank numeric
@attribute average_forever numeric
@attribute price numeric
@attribute Strategy numeric
@attribute Multiplayer numeric
@attribute Action numeric
@attribute COOP numeric
@attribute Early_Access numeric
@attribute Open_World numeric
@attribute Adventure numeric
@attribute Indie numeric
@attribute Casual numeric
@attribute Horror numeric
@attribute Puzzle numeric
@attribute Platformer numeric
@attribute Two_Dimensional numeric
@attribute Pixel_Graphics numeric
@attribute Point_And_Click numeric
@attribute VR numeric

@data
7,1390,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,177,799,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
6,736,999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,335,1799,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
21,304,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,172,799,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
43,347,99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
34,184,1299,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0
3,76,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
10,208,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
100,123,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,229,1999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
47,757,1399,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
20,224,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
39,177,1999,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
23,124,999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
84,176,799,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
59,91,499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,156,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16,21,499,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
80,240,1999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
32,196,399,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
13,10,499,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7,26,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
62,292,1499,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0
84,109,299,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
6,194,799,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
93,270,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
47,87,399,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
62,187,599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16,53,999,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
65,1511,999,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
15,221,899,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
80,133,1499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
99,281,999,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0
34,132,999,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
20,257,1499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,170,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
65,70,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,62,499,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45,149,799,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
34,104,999,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
73,72,1999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
22,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
59,1805,5999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,74,999,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
29,140,499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
16,137,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,290,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
62,304,699,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,155,499,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
45,141,899,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35,32,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
43,197,599,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
84,257,499,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,246,199,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
25,179,699,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
45,296,999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
34,3328,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,422,999,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
14,192,799,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
8,221,299,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
80,51,499,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
47,147,299,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
77,1404,1499,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5,75,499,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
80,740,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,456,599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,771,699,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
25,30,499,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
95,75,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
59,134,999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
65,77,499,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
84,70,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
32,83,799,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
70,218,1499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
73,135,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
67,388,799,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
70,303,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
25,913,799,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
73,16,898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28,232,99,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
62,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
50,307,134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,135,499,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
28,232,199,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
11,213,999,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
59,1518,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,285,599,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
45,273,299,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
93,397,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
84,254,399,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22,390,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,41,599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
77,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
99,166,1999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15,202,399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,478,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
67,196,1499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
67,624,1499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,211,499,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
31,422,699,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
67,1115,999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3,221,99,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
34,517,1999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,172,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,429,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,244,999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
56,571,1499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,167,499,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
90,146,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56,5,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
99,128,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,36,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
41,259,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
35,595,1999,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
28,1368,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,28,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
80,32,999,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
14,3,399,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
67,470,1999,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
45,1912,4999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,149,599,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
9,266,1499,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
23,39,499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
50,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
7,126,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45,378,1499,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
21,145,99,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
21,292,99,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
52,78,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
25,241,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,31,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65,511,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
32,81,1499,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
5,6,299,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
99,575,3499,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
16,205,999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
93,181,199,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
59,294,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,948,1499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
13,119,499,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
73,152,674,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
28,252,999,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
28,1274,3499,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
4,125,299,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
80,209,699,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
35,139,699,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
73,1025,999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
77,182,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
43,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
65,219,999,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0
84,422,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
43,10,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
67,262,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,404,1199,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
25,77,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,1395,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,1642,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,277,1499,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
31,254,299,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
95,110,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0,273,99,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
29,330,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,267,99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5,294,1499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,30,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
70,180,999,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
47,44,699,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,273,599,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
10,209,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,198,199,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
13,202,3999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
39,307,599,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
73,478,299,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
26,251,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
62,187,3999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
50,232,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,96,699,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
3,92,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,305,1799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,230,299,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
59,152,399,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
10,171,99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
29,251,299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
13,127,499,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,223,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
84,78,699,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
37,179,95,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
16,623,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,193,199,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
84,1464,1499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,6,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21,218,99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43,237,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,153,499,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
23,129,999,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
19,160,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,206,799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
16,203,99,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
22,56,99,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
67,366,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
10,20,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
80,229,1499,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
14,396,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,166,999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
54,69,99,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
56,542,99,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1,163,499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
41,64,244,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45,112,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16,212,799,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
13,127,999,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
80,454,2999,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32,108,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
95,231,999,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
80,180,99,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
18,349,999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
13,948,4999,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
0,327,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,272,99,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11,381,1799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,143,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
56,294,1999,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
73,317,1499,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
84,197,99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
28,360,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,1011,1499,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
35,211,1499,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
70,153,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
77,84,699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,105,1499,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
16,78,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,525,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,160,199,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
25,16,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
84,212,499,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
59,219,99,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
98,345,999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
59,230,199,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
7,197,199,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
62,933,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,8,499,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
15,293,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,115,969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,347,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,3392,2999,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12,141,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,102,299,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
45,43,299,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
35,243,1999,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
37,379,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,19,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,195,999,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
28,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19,52,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,210,299,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
84,107,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,57,399,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
9,243,2499,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
25,20,209,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
70,151,399,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
62,168,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
80,678,1999,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0
90,634,699,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
43,903,499,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
62,138,499,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
90,185,799,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1,286,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,700,1999,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
12,356,99,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
3,229,99,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
67,437,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,180,1999,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
2,16,299,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
93,196,999,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
4,27,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,185,599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65,1033,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,5369,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
87,706,1899,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9,268,599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,791,4999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,52,1299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
45,953,799,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
11,264,699,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
35,238,799,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
99,340,1499,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
18,160,499,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
21,23,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
65,13,199,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
26,413,299,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
73,450,999,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0
2,31,1999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,87,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,105,299,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
17,87,1999,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
67,165,999,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
45,236,399,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
28,200,199,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
43,177,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54,135,299,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,188,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,229,999,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
1,5,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25,571,999,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2,76,499,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
65,832,699,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
100,551,1499,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
54,281,499,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0
47,249,999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
31,424,599,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
7,1697,399,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
19,324,699,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
21,275,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
93,238,499,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
70,458,1999,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
95,73,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9,194,299,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
37,187,499,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
56,164,599,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
7,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,513,299,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,207,299,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
77,293,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
73,143,1499,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
67,30,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
73,248,599,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
29,118,299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,50,1999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
13,203,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,745,2999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1173,1499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,356,499,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
95,401,1999,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
11,249,499,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
31,231,699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,213,299,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
43,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,178,299,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
87,399,999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77,18,599,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1,169,499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16,113,299,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
65,509,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,249,999,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
5,16,999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
28,235,1999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
23,433,999,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
99,447,799,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
73,125,599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,217,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
17,1190,1299,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
39,143,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25,167,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
