@relation R_data_frame

@attribute score_rank numeric
@attribute price numeric
@attribute Strategy numeric
@attribute Multiplayer numeric
@attribute Action numeric
@attribute COOP numeric
@attribute Early_Access numeric
@attribute Open_World numeric
@attribute Adventure numeric
@attribute Indie numeric
@attribute Casual numeric
@attribute Horror numeric
@attribute Puzzle numeric
@attribute Platformer numeric
@attribute Two_Dimensional numeric
@attribute Pixel_Graphics numeric
@attribute Point_And_Click numeric
@attribute VR numeric
@attribute likely_to_succeed numeric

@data
70,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
56,399,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
41,799,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,699,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
70,699,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1499,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
41,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11,999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
87,799,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
65,1499,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
56,1499,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1
35,1999,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
80,699,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
34,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
35,499,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
35,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0
41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
84,599,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,999,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0
47,1999,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
23,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
62,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
32,999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1999,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
43,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
11,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
45,1999,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
59,1499,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19,2499,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
39,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
70,1499,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
62,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,799,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
28,1499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73,999,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
65,1999,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
90,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,999,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1
70,799,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
47,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,1499,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
19,499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2499,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
95,299,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
34,999,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0
41,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,699,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
70,299,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
28,899,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,49,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
62,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
73,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1499,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
73,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,199,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
9,3999,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7,3299,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,999,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
28,199,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
5,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
35,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
39,1499,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
45,999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,999,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
31,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
59,499,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
77,799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,1499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,999,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
95,1499,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
77,1199,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
65,799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,999,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
41,699,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
28,699,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
32,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32,1499,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
18,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
31,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1999,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
73,1499,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
8,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22,999,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
0,499,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
77,999,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
50,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
35,5999,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
45,999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
4,499,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
37,1999,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
56,2999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
90,1199,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0
19,3999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
50,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
84,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
6,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
84,1999,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8,49,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
13,399,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
56,1999,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
54,499,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
10,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,49,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
43,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,3999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
12,1999,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
41,499,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87,999,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
67,499,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
31,3999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39,2999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,1999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
43,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
77,999,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
8,1499,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37,199,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
52,1999,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
84,2099,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
45,1999,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
3,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,1499,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1
67,999,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
65,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
67,1299,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
14,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,1999,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
37,999,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
9,999,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
56,1999,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
29,999,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8,1499,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0
35,999,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
28,499,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
50,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,199,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
35,2999,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
17,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
62,999,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
54,749,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,249,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
73,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1499,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
73,999,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,399,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52,999,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
43,2499,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
70,999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
39,999,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
62,999,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,499,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
31,999,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
87,799,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
4,59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
90,1499,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1
22,499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,49,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
62,1499,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,99,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
77,999,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
90,499,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
43,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
62,899,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43,999,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
59,999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
20,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
37,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
59,799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,1999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
41,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1499,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
35,699,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,1337,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
13,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
80,799,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
90,2499,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
62,999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,699,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
41,1499,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
54,1499,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0
23,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
52,4999,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
67,999,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,1499,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
73,1999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,999,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,1499,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1
29,1499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2499,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
39,699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73,1999,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
73,999,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0
87,799,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
39,1499,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26,999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13,899,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
37,1499,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
28,49,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
34,3499,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,299,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
84,1999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
59,499,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
54,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
54,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
8,699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0
62,499,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
56,1999,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1
54,999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
87,1499,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
13,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
50,2999,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
45,999,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
90,2999,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
6,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1499,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
73,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
8,1499,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0
13,299,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
77,2499,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
43,3999,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
95,2499,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
21,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2,999,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
39,1499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,1499,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
18,1499,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0
8,699,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
32,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
70,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
90,1999,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
54,499,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,749,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
52,999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
54,1999,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0
25,999,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
56,699,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,999,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
80,999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0
59,2499,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
52,1999,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
11,499,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
73,1999,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
65,499,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
43,699,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
59,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
41,499,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,2499,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
65,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
50,1999,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
45,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
35,999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,999,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
45,999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,999,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1
84,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
77,1499,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
77,1999,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0
99,999,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
73,99,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
29,2499,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
8,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
87,499,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11,499,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,999,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0
73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65,1999,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
87,999,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
56,999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35,2999,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,399,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
19,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2499,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,399,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
26,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
34,1499,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,2499,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
6,399,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
11,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
37,999,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
39,499,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,499,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
13,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
31,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,999,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
4,2999,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
77,1999,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
67,2499,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
23,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,499,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
35,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,2499,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
47,99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
21,499,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
35,499,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
43,999,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,99,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
34,1999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,999,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0
31,199,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
56,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73,999,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
