"","score_rank","average_forever","price","Strategy","Multiplayer","Action","RPG","Simulation","Adventure","Singleplayer","Indie","Casual","Atmospheric","Great Soundtrack","Puzzle","2D"
"6555",15,"[123,  165)",1999,1,0,1,0,0,0,0,0,1,0,0,0,0
"6556",25,"[  0,   22)",0,0,0,0,1,0,1,0,1,0,0,0,0,0
"6558",65,"[475,  931)",989,0,0,0,0,0,1,0,0,0,0,0,0,0
"6559",31,"[123,  165)",999,0,0,1,1,0,0,0,1,0,0,0,0,0
"6560",32,"[931,41947]",299,0,0,0,0,0,0,1,1,1,0,0,1,0
"6561",1,"[  0,   22)",599,0,0,1,0,0,1,1,1,0,0,0,0,0
"6562",73,"[ 67,  123)",1999,1,0,1,0,0,1,0,0,0,0,0,0,0
"6563",93,"[246,  317)",699,0,0,0,0,0,1,0,0,0,0,0,0,0
"6564",0,"[ 22,   67)",999,0,0,0,0,0,1,1,1,1,0,0,0,0
"6565",7,"[203,  246)",999,0,0,1,0,0,1,0,0,0,0,0,0,0
"6566",21,"[165,  203)",99,0,1,1,0,0,0,0,1,1,0,0,0,0
"6567",73,"[931,41947]",999,0,0,1,0,0,1,0,1,0,0,1,0,0
"6568",28,"[165,  203)",299,0,0,1,0,0,0,0,1,1,0,0,0,1
"6569",11,"[ 67,  123)",0,0,0,1,1,0,1,0,1,0,0,0,0,0
"6570",45,"[317,  475)",0,1,0,0,0,0,0,0,1,0,0,0,0,0
"6571",80,"[475,  931)",2999,0,0,1,0,0,0,0,0,0,0,0,0,0
"6572",19,"[246,  317)",199,0,0,0,1,0,1,0,1,0,0,0,0,0
"6573",32,"[ 22,   67)",699,0,0,0,0,1,0,0,0,0,0,0,0,0
"6574",7,"[ 67,  123)",699,0,0,0,1,1,0,0,1,1,1,0,0,0
"6575",90,"[ 67,  123)",699,0,0,0,0,1,1,0,0,0,0,0,0,0
"6577",31,"[ 22,   67)",599,1,0,0,0,0,1,0,1,0,0,0,0,0
"6578",41,"[165,  203)",499,0,0,1,0,0,0,0,0,0,0,0,0,0
"6579",70,"[317,  475)",1499,1,0,0,0,0,0,0,1,0,0,0,0,0
"6580",14,"[ 67,  123)",0,1,0,1,0,0,0,0,1,0,0,0,0,0
"6581",70,"[203,  246)",99,0,0,1,0,0,0,0,1,0,0,0,0,0
"6582",21,"[  0,   22)",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"6583",17,"[ 22,   67)",499,0,0,0,0,0,1,1,1,1,0,0,0,0
"6584",41,"[ 22,   67)",499,1,0,0,0,1,0,0,1,1,0,0,0,0
"6585",62,"[246,  317)",599,1,1,0,0,0,0,0,1,0,0,0,0,0
"6586",73,"[246,  317)",399,0,0,1,0,0,1,0,1,0,0,0,0,1
"6587",4,"[246,  317)",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"6588",13,"[  0,   22)",0,0,0,1,1,0,1,0,1,1,0,0,0,0
"6589",5,"[ 22,   67)",499,0,0,1,0,0,1,0,1,0,0,0,0,1
"6591",90,"[203,  246)",1499,0,0,0,0,0,1,0,1,1,0,1,0,0
"6592",77,"[ 67,  123)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"6593",84,"[165,  203)",499,0,0,0,0,0,1,0,0,1,0,0,0,0
"6594",67,"[  0,   22)",199,0,0,1,1,0,1,0,1,0,0,0,0,0
"6595",50,"[123,  165)",499,0,0,1,0,1,0,0,1,0,0,0,0,0
"6596",52,"[203,  246)",199,1,0,0,0,0,1,0,1,0,0,0,0,0
"6597",13,"[123,  165)",99,0,0,1,0,0,0,0,1,1,0,0,0,0
"6598",47,"[246,  317)",999,0,0,1,0,0,1,1,0,0,0,0,1,0
"6599",22,"[123,  165)",1999,0,1,0,0,1,1,1,1,0,0,0,0,0
"6600",43,"[475,  931)",2999,1,0,0,1,0,0,1,0,0,0,0,0,0
"6601",47,"[ 67,  123)",999,0,0,1,0,0,0,0,1,1,0,0,0,0
"6602",50,"[246,  317)",499,0,0,0,0,0,1,0,0,1,0,0,0,0
"6603",56,"[246,  317)",974,0,1,0,0,1,1,1,1,1,0,0,0,0
"6604",67,"[123,  165)",699,0,0,0,0,0,1,0,1,0,0,0,0,0
"6605",45,"[123,  165)",999,0,0,1,0,0,1,1,1,0,1,0,0,0
"6606",32,"[931,41947]",999,1,0,0,0,1,0,0,0,1,0,0,0,0
"6607",9,"[475,  931)",1599,1,0,0,0,1,0,0,1,0,0,0,1,1
"6608",12,"[123,  165)",299,1,0,0,0,1,0,1,1,1,0,0,0,0
"6609",3,"[317,  475)",2999,0,0,1,1,0,1,0,1,0,0,0,0,0
"6610",31,"[  0,   22)",799,0,0,1,0,0,0,0,1,0,0,0,0,1
"6611",95,"[ 67,  123)",99,0,0,1,0,0,0,0,1,1,0,0,0,0
"6612",67,"[203,  246)",499,0,0,0,0,0,0,0,1,1,0,0,1,0
"6613",77,"[123,  165)",399,0,0,0,0,0,1,0,1,0,0,0,0,0
"6614",35,"[123,  165)",1499,0,0,1,0,1,0,0,0,1,0,0,0,0
"6615",45,"[ 67,  123)",1099,1,0,1,1,1,1,0,1,0,0,0,0,0
"6616",39,"[931,41947]",999,0,0,0,0,1,0,0,0,1,0,0,0,0
"6617",52,"[203,  246)",199,0,0,1,0,1,1,0,1,1,0,0,0,1
"6618",56,"[123,  165)",99,0,0,1,0,0,0,0,1,0,0,0,0,0
"6619",26,"[123,  165)",1999,1,1,0,0,0,0,0,1,0,0,0,0,0
"6620",28,"[165,  203)",399,0,0,0,0,0,1,0,1,0,0,0,0,0
"6621",70,"[  0,   22)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"6622",14,"[165,  203)",99,0,1,1,0,0,0,1,1,0,0,0,0,1
"6623",11,"[203,  246)",499,0,0,1,0,0,1,0,1,1,0,0,0,0
"6625",10,"[123,  165)",199,1,0,0,1,1,0,0,1,1,0,0,0,0
"6626",13,"[  0,   22)",399,1,0,0,0,0,1,1,1,1,0,0,1,0
"6627",11,"[246,  317)",199,1,0,1,0,0,1,0,1,1,0,1,0,1
"6628",77,"[931,41947]",3999,0,0,0,0,1,1,1,1,0,0,0,0,0
"6629",16,"[ 22,   67)",999,0,0,0,0,0,1,0,0,1,0,0,0,0
"6630",59,"[317,  475)",699,0,0,0,0,0,1,0,0,0,0,0,1,0
"6631",95,"[165,  203)",999,0,0,1,0,0,0,1,1,0,0,1,0,1
"6632",17,"[123,  165)",99,0,0,1,0,0,0,1,1,1,0,0,0,1
"6633",5,"[ 67,  123)",599,1,0,0,1,0,0,0,0,0,0,0,0,0
"6634",67,"[475,  931)",1499,1,0,0,1,0,0,0,1,0,0,0,0,0
"6635",52,"[ 67,  123)",1299,0,0,0,0,0,1,0,1,0,0,0,1,0
"6636",10,"[203,  246)",399,0,0,1,0,0,1,0,1,0,0,0,0,0
"6637",13,"[246,  317)",649,0,1,0,0,1,0,0,0,1,0,0,0,0
"6638",25,"[165,  203)",299,0,0,0,1,0,0,0,1,1,0,0,0,0
"6640",10,"[  0,   22)",0,0,0,0,1,0,0,0,1,0,0,0,0,0
"6641",56,"[ 67,  123)",699,0,0,1,0,0,0,0,1,0,0,1,0,1
"6642",87,"[ 22,   67)",0,1,0,0,1,1,0,0,1,0,0,0,0,0
"6643",65,"[317,  475)",999,0,0,0,0,0,1,0,0,1,0,0,0,0
"6644",10,"[203,  246)",599,0,0,1,0,0,0,0,1,1,0,0,0,0
"6645",70,"[203,  246)",599,0,0,0,1,0,1,0,1,1,0,1,0,0
"6646",73,"[317,  475)",999,0,0,0,0,0,0,0,1,0,0,0,0,0
"6647",70,"[317,  475)",699,1,0,0,0,0,0,0,0,1,0,0,0,0
"6648",26,"[ 67,  123)",699,0,0,1,0,0,1,0,1,0,0,0,0,0
"6649",1,"[165,  203)",999,1,0,0,0,0,0,0,1,0,0,0,0,0
"6650",59,"[123,  165)",299,0,0,1,0,1,0,1,1,0,1,0,0,0
"6652",54,"[123,  165)",499,0,0,0,1,0,1,0,1,0,0,0,0,0
"6653",22,"[  0,   22)",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"6654",59,"[ 22,   67)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"6655",20,"[  0,   22)",599,1,0,1,0,1,0,0,0,0,0,0,0,0
"6656",31,"[165,  203)",399,0,0,1,0,1,1,0,1,0,0,0,0,0
"6657",2,"[ 67,  123)",999,0,0,0,0,1,0,0,0,0,0,0,0,0
"6658",56,"[475,  931)",999,1,0,0,0,0,0,1,0,0,0,0,0,0
"6659",54,"[475,  931)",499,1,0,0,0,0,0,0,1,1,0,0,0,0
"6662",17,"[931,41947]",499,0,0,1,0,0,1,0,1,0,0,0,0,0
"6663",52,"[931,41947]",3999,0,0,0,1,0,0,0,0,0,0,1,0,0
"6664",65,"[203,  246)",499,0,0,1,1,0,1,0,1,0,1,0,0,0
"6665",37,"[123,  165)",1999,1,0,0,0,0,0,0,1,0,0,0,0,0
"6666",50,"[165,  203)",99,0,0,0,0,0,0,0,1,1,0,0,0,0
"6667",15,"[475,  931)",699,0,0,0,0,0,1,0,0,0,0,0,1,0
"6668",98,"[475,  931)",1999,0,0,0,0,0,1,0,0,1,0,0,0,0
"6669",56,"[475,  931)",499,0,1,1,0,0,0,0,1,0,0,0,0,0
"6671",11,"[123,  165)",0,0,1,1,0,0,0,1,0,0,0,0,0,0
"6672",59,"[ 67,  123)",0,0,0,1,0,0,1,0,1,0,0,0,0,0
"6673",1,"[  0,   22)",499,0,0,0,0,1,0,0,0,1,0,0,0,0
"6674",56,"[165,  203)",699,0,0,1,0,0,1,0,1,0,0,1,0,0
"6675",11,"[ 22,   67)",999,1,0,0,0,0,0,0,1,0,0,0,0,0
"6676",39,"[931,41947]",999,0,0,1,0,0,0,0,0,0,0,0,0,0
"6678",54,"[  0,   22)",699,0,0,0,0,1,0,0,0,0,0,0,0,0
"6679",39,"[475,  931)",999,0,0,0,1,1,0,0,1,0,0,0,0,0
"6680",9,"[165,  203)",999,0,0,0,0,0,1,0,0,1,0,0,0,0
"6681",43,"[475,  931)",1999,0,0,0,1,1,0,0,1,0,0,0,1,0
"6682",45,"[123,  165)",999,0,0,1,0,1,0,1,0,0,0,0,0,0
"6683",43,"[246,  317)",99,0,0,0,0,0,0,0,1,1,0,0,0,0
"6684",3,"[  0,   22)",899,0,0,0,0,0,1,1,0,0,0,0,0,0
"6685",47,"[246,  317)",799,1,0,1,0,0,1,1,1,1,1,0,1,0
"6686",70,"[ 22,   67)",199,0,0,1,0,0,1,0,0,0,0,0,0,0
"6687",19,"[165,  203)",1499,0,0,0,0,0,1,0,1,0,0,0,0,0
"6688",56,"[ 67,  123)",1499,0,0,0,0,0,1,1,1,0,1,0,1,0
"6689",73,"[317,  475)",3999,0,0,1,0,0,0,0,0,0,0,0,0,0
"6690",59,"[123,  165)",124,0,0,0,0,0,1,0,0,0,0,0,0,0
"6691",39,"[165,  203)",1999,0,0,0,0,0,1,0,1,0,1,0,1,0
"6692",77,"[246,  317)",149,0,0,0,1,0,1,0,1,0,0,0,0,0
"6693",4,"[203,  246)",999,1,0,1,1,1,1,0,1,1,0,1,0,0
"6699",52,"[203,  246)",499,0,0,0,0,0,1,0,0,1,0,0,1,0
"6700",32,"[123,  165)",699,0,0,1,1,0,0,0,1,0,0,0,0,0
"6701",43,"[  0,   22)",999,0,0,1,0,0,0,0,0,1,1,0,0,0
"6703",34,"[475,  931)",1999,0,0,1,0,0,0,0,0,0,0,0,0,0
"6704",32,"[203,  246)",699,0,0,0,0,1,0,1,0,0,0,0,0,0
"6705",73,"[317,  475)",399,0,0,0,1,0,1,0,1,0,0,0,0,0
"6707",50,"[246,  317)",499,0,0,0,0,0,1,0,0,1,0,0,1,0
"6708",31,"[ 67,  123)",1999,0,0,1,0,0,1,0,0,0,0,0,0,0
"6709",41,"[ 67,  123)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"6710",31,"[165,  203)",999,1,0,0,1,0,0,0,1,0,0,0,0,0
"6711",80,"[475,  931)",699,0,0,0,0,0,1,0,0,0,0,0,1,0
"6712",52,"[ 22,   67)",999,0,0,0,0,1,0,0,0,0,0,0,0,0
"6713",47,"[475,  931)",2999,1,1,0,0,1,0,1,0,0,0,0,0,0
"6714",5,"[  0,   22)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"6715",62,"[203,  246)",1499,0,0,1,0,0,0,0,1,1,0,0,0,0
"6716",35,"[203,  246)",399,0,0,1,0,0,1,0,1,0,0,0,0,0
"6717",45,"[475,  931)",1499,1,0,0,0,0,0,0,1,1,0,0,0,0
"6718",43,"[123,  165)",499,1,0,0,0,0,0,0,0,0,0,0,0,0
"6719",84,"[165,  203)",199,0,0,0,0,0,1,0,1,1,0,0,0,0
"6720",4,"[  0,   22)",999,0,0,1,0,0,1,0,0,0,0,0,0,0
"6721",95,"[931,41947]",3499,0,0,0,0,0,1,1,0,0,0,0,0,0
"6722",1,"[246,  317)",699,0,0,0,1,0,1,0,0,0,0,0,0,0
"6723",52,"[ 22,   67)",299,0,0,1,0,0,0,0,1,1,0,1,0,0
"6724",50,"[123,  165)",499,0,1,1,0,0,0,0,1,0,0,0,0,1
"6725",28,"[931,41947]",999,0,0,0,0,1,0,0,0,0,0,0,0,0
"6726",5,"[  0,   22)",499,0,0,0,0,0,0,0,1,1,0,0,1,0
"6727",43,"[317,  475)",1999,0,0,1,0,0,1,0,1,0,0,0,0,0
"6728",26,"[203,  246)",399,1,0,1,0,0,1,0,1,1,0,0,0,0
"6729",15,"[ 22,   67)",999,0,0,0,0,0,1,0,0,0,0,0,0,0
"6730",54,"[165,  203)",399,0,0,1,0,0,1,0,1,0,0,0,0,0
"6731",34,"[165,  203)",999,0,0,1,1,0,1,1,1,0,1,0,0,0
"6732",28,"[123,  165)",499,0,0,1,0,0,1,0,1,0,0,0,0,0
"6733",45,"[165,  203)",199,0,0,0,0,0,1,0,1,1,1,0,1,0
"6734",84,"[165,  203)",999,0,0,0,0,0,1,1,0,1,1,1,1,0
"6735",62,"[203,  246)",1099,1,0,0,0,1,0,0,1,0,0,0,0,0
"6736",77,"[ 22,   67)",499,1,0,0,0,0,0,0,0,1,0,0,1,0
"6737",NA,"[ 67,  123)",699,0,0,1,0,0,1,0,1,1,0,0,0,0
"6738",25,"[123,  165)",499,0,0,0,0,0,0,0,1,0,0,0,0,0
"6739",56,"[  0,   22)",399,0,0,0,0,0,0,0,1,0,0,0,1,0
"6740",20,"[317,  475)",299,0,0,0,0,0,0,0,1,0,0,0,0,0
"6741",0,"[317,  475)",0,1,0,0,0,1,0,0,0,1,0,0,0,0
"6743",5,"[317,  475)",2499,0,1,0,0,1,0,0,0,1,0,0,0,0
"6744",70,"[165,  203)",999,0,1,1,0,0,0,0,1,0,0,0,0,0
"6745",8,"[ 67,  123)",0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6746",54,"[165,  203)",1999,0,0,1,0,0,0,1,0,0,0,1,0,0
"6747",11,"[  0,   22)",699,0,0,0,0,1,0,0,0,0,0,0,0,0
"6748",73,"[475,  931)",1499,0,1,0,0,1,0,0,1,0,0,0,0,0
"6749",7,"[246,  317)",999,0,0,0,0,0,1,0,0,0,0,0,0,0
"6750",2,"[123,  165)",699,0,0,1,0,0,1,1,1,0,0,0,1,0
"6751",67,"[123,  165)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"6752",62,"[ 67,  123)",1999,0,0,1,0,0,1,0,1,0,0,1,0,0
"6753",47,"[123,  165)",999,0,1,0,0,0,0,0,1,0,0,1,0,0
"6754",54,"[ 22,   67)",0,0,0,1,1,0,1,0,1,1,0,0,0,0
"6755",10,"[ 22,   67)",699,1,0,0,1,1,1,0,1,0,0,0,0,0
"6756",35,"[317,  475)",1499,1,0,0,1,0,0,1,0,0,0,0,0,0
"6757",26,"[ 67,  123)",2999,0,0,0,0,1,1,1,1,0,1,0,0,0
"6758",26,"[931,41947]",4999,0,1,1,0,1,0,0,0,0,0,0,0,0
"6759",95,"[123,  165)",699,1,0,0,0,0,0,0,1,1,0,0,0,0
"6761",39,"[123,  165)",699,0,0,0,0,0,1,0,0,1,0,0,0,0
"6762",39,"[ 67,  123)",499,1,0,1,1,1,1,1,1,0,0,0,0,0
"6763",90,"[165,  203)",99,0,0,0,0,0,0,0,1,1,0,0,0,0
"6764",84,"[165,  203)",1499,0,0,1,0,0,0,0,1,0,0,0,0,0
"6765",50,"[123,  165)",399,0,0,0,0,1,1,1,1,1,1,1,0,1
"6766",95,"[246,  317)",399,0,0,0,0,0,1,1,0,0,1,1,1,1
"6767",6,"[ 22,   67)",399,0,0,0,1,0,0,0,1,0,0,0,0,0
"6768",47,"[ 67,  123)",1199,0,0,1,0,0,1,1,1,0,1,1,0,0
"6769",26,"[123,  165)",599,0,0,1,1,0,0,0,1,0,0,0,0,0
"6770",16,"[123,  165)",199,0,0,0,0,0,1,0,1,1,0,0,1,0
"6771",65,"[317,  475)",699,0,0,0,0,0,1,0,0,0,0,0,1,0
"6772",21,"[ 22,   67)",499,1,0,0,0,1,1,0,1,1,0,0,0,1
"6773",80,"[203,  246)",1399,0,1,1,0,0,0,0,0,0,0,0,0,0
"6774",18,"[  0,   22)",999,0,0,1,0,0,0,1,1,0,0,0,0,0
"6775",56,"[ 22,   67)",999,0,0,0,0,0,1,0,1,0,1,0,0,0
"6776",25,"[165,  203)",99,0,0,0,0,0,1,0,1,0,0,0,1,0
"6777",18,"[  0,   22)",0,0,0,1,0,0,1,1,1,1,0,0,0,0
"6778",2,"[ 22,   67)",199,0,1,1,0,0,0,0,0,0,0,0,0,0
"6779",45,"[475,  931)",399,0,0,1,0,0,0,0,1,0,0,0,0,0
"6780",70,"[246,  317)",699,0,0,1,0,0,1,0,0,0,0,0,1,0
"6781",22,"[165,  203)",1399,1,0,0,0,0,0,0,1,0,0,0,0,0
"6782",1,"[  0,   22)",499,0,0,1,0,0,0,1,1,0,0,0,0,0
"6783",47,"[123,  165)",999,1,0,1,0,0,0,0,1,0,0,0,0,0
"6784",22,"[165,  203)",999,0,0,1,0,0,1,0,1,0,0,0,0,0
"6786",5,"[123,  165)",1499,0,0,1,1,0,0,0,1,0,0,0,0,0
"6787",7,"[165,  203)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"6788",70,"[931,41947]",1799,0,0,0,0,0,0,0,1,0,0,0,0,0
"6789",11,"[246,  317)",999,1,0,0,0,0,0,0,0,0,0,0,0,0
"6790",11,"[123,  165)",999,0,0,0,0,1,0,0,0,0,0,0,0,0
"6791",18,"[317,  475)",199,0,0,1,1,0,1,0,1,1,0,0,0,0
"6792",31,"[165,  203)",349,0,0,0,0,0,1,1,1,0,1,0,1,0
"6793",16,"[ 67,  123)",199,0,0,0,1,1,0,1,1,1,0,0,0,0
"6794",45,"[931,41947]",4999,0,0,0,0,1,0,0,0,0,0,0,0,0
"6795",100,"[165,  203)",499,1,0,0,0,0,0,0,1,1,0,0,0,0
"6796",41,"[317,  475)",1299,1,0,0,0,1,0,0,1,0,0,0,0,0
"6798",47,"[931,41947]",999,1,0,0,0,0,0,0,1,1,0,0,0,0
"6799",11,"[ 67,  123)",499,0,1,0,0,0,0,0,0,0,0,0,0,0
"6800",77,"[317,  475)",599,0,0,0,1,0,1,0,1,1,0,1,0,0
"6801",41,"[931,41947]",2999,1,0,0,0,0,0,0,0,0,0,0,0,0
"6803",67,"[165,  203)",999,0,0,1,0,0,0,0,0,0,0,0,0,0
"6804",59,"[475,  931)",799,0,0,1,1,0,1,0,1,1,0,0,0,1
"6805",11,"[ 67,  123)",999,0,0,1,0,1,1,0,1,1,1,1,0,0
"6806",10,"[246,  317)",99,0,0,0,0,1,1,0,1,0,0,0,0,0
"6807",2,"[ 67,  123)",999,0,0,0,1,0,0,0,0,0,0,0,0,0
"6808",32,"[165,  203)",499,0,0,0,0,1,1,0,1,1,0,0,0,0
"6809",50,"[203,  246)",699,0,0,0,1,0,0,1,1,0,0,1,0,1
"6810",90,"[ 67,  123)",499,0,0,1,0,0,1,0,1,0,0,0,0,0
"6811",26,"[165,  203)",999,0,0,0,0,0,1,0,0,0,0,0,0,0
"6812",67,"[ 67,  123)",99,0,0,0,0,0,0,0,0,0,1,0,0,0
"6813",15,"[317,  475)",599,0,0,0,0,0,1,0,0,1,0,0,0,0
"6814",3,"[123,  165)",999,0,0,0,0,1,0,0,0,0,0,0,0,0
"6815",6,"[317,  475)",999,0,0,0,0,1,0,0,0,0,0,0,0,0
"6816",41,"[ 67,  123)",499,0,0,1,0,0,0,1,0,0,0,0,0,1
"6817",2,"[ 67,  123)",399,0,0,1,0,0,0,0,1,1,0,0,0,0
"6818",28,"[203,  246)",499,1,0,1,0,0,0,0,1,1,0,0,0,0
"6819",7,"[165,  203)",2999,0,0,1,0,0,0,0,0,0,0,0,0,0
"6820",56,"[ 67,  123)",399,1,1,0,0,1,0,0,1,1,1,0,0,0
"6821",90,"[ 22,   67)",599,0,0,1,0,0,0,0,1,0,0,0,1,0
"6822",45,"[165,  203)",699,0,0,0,0,0,1,0,0,1,0,0,1,0
"6823",20,"[ 67,  123)",499,1,0,0,0,0,1,0,1,0,1,0,1,0
"6824",67,"[475,  931)",699,1,0,0,0,0,1,0,1,1,1,0,0,0
"6826",12,"[246,  317)",699,0,0,0,0,0,1,0,0,1,0,0,0,0
"6827",93,"[246,  317)",299,0,0,1,0,0,0,0,1,1,0,0,0,0
"6828",47,"[ 22,   67)",499,0,1,1,0,0,0,0,1,0,0,0,0,1
"6829",31,"[ 22,   67)",0,0,0,1,0,0,0,0,1,0,0,0,0,0
"6830",35,"[246,  317)",299,0,0,1,1,0,1,0,0,0,0,0,0,1
"6831",62,"[317,  475)",499,0,0,1,0,0,1,0,0,0,0,0,0,0
"6832",41,"[317,  475)",499,0,0,1,0,0,0,0,1,1,0,1,0,1
"6833",54,"[  0,   22)",0,1,0,1,1,0,1,0,0,0,0,0,0,0
"6834",77,"[165,  203)",899,0,0,1,0,0,0,0,1,0,0,0,0,1
"6835",9,"[ 22,   67)",499,1,0,0,0,1,0,0,1,0,0,0,0,0
"6836",54,"[246,  317)",999,0,0,1,0,0,0,0,1,1,0,0,0,0
"6837",15,"[475,  931)",1999,1,0,0,0,1,0,0,1,0,0,0,0,0
"6838",39,"[165,  203)",999,0,0,1,0,0,1,0,0,0,0,0,0,0
"6839",39,"[931,41947]",199,0,0,0,0,0,0,0,1,1,0,0,1,0
"6840",23,"[203,  246)",99,0,0,1,0,0,1,0,1,1,0,0,0,0
"6841",19,"[  0,   22)",0,0,0,1,0,0,1,0,1,0,0,0,0,1
"6842",31,"[ 67,  123)",999,0,0,1,0,0,0,0,0,0,0,0,0,1
"6843",5,"[  0,   22)",0,0,1,1,0,0,0,0,1,1,0,0,0,0
"6844",100,"[475,  931)",399,0,0,1,1,0,1,0,0,0,0,0,0,0
"6845",73,"[246,  317)",1999,1,0,0,0,1,0,0,0,0,0,0,1,0
"6847",54,"[123,  165)",999,0,0,1,0,0,0,0,0,1,0,0,0,0
"6848",73,"[317,  475)",699,0,0,0,0,0,1,0,0,1,0,0,0,0
"6849",43,"[317,  475)",599,0,0,1,0,0,0,0,1,0,0,0,0,0
"6850",59,"[  0,   22)",0,0,0,0,0,1,0,0,0,1,0,0,0,0
"6851",31,"[246,  317)",499,0,0,0,1,0,0,1,1,0,0,0,0,0
"6852",22,"[931,41947]",199,0,0,0,0,0,0,0,0,1,0,0,0,0
"6853",28,"[123,  165)",299,0,0,0,0,0,0,1,1,1,0,0,1,0
"6854",87,"[123,  165)",1499,0,1,1,0,0,0,0,0,0,0,0,0,0
"6855",34,"[317,  475)",1499,0,1,1,0,0,0,0,1,0,0,0,0,0
"6856",34,"[  0,   22)",0,0,0,0,0,0,1,0,0,1,0,0,0,0
"6857",77,"[123,  165)",999,1,1,1,0,0,0,1,1,1,0,0,1,0
"6858",90,"[246,  317)",2999,0,0,0,0,0,0,0,0,1,0,0,0,0
"6859",34,"[  0,   22)",499,0,0,0,0,0,0,0,1,0,0,0,0,0
"6860",11,"[ 67,  123)",1299,1,0,0,0,1,0,0,0,0,0,0,0,0
"6861",1,"[ 22,   67)",1499,1,0,0,0,0,0,0,0,0,0,0,0,0
"6863",84,"[123,  165)",999,0,0,1,0,0,0,0,1,0,0,1,0,1
"6864",67,"[203,  246)",194,1,0,0,1,0,1,0,1,1,0,0,0,0
"6865",29,"[246,  317)",799,1,0,1,0,0,0,0,1,0,0,0,0,0
"6866",100,"[931,41947]",499,1,0,0,0,0,0,0,1,1,0,0,1,0
"6867",25,"[165,  203)",999,1,0,0,0,0,0,0,0,0,0,0,0,0
"6868",45,"[203,  246)",299,0,0,0,0,0,1,0,1,1,0,0,0,0
"6869",15,"[317,  475)",1999,0,0,1,0,0,1,0,0,0,0,0,0,0
"6870",34,"[246,  317)",799,0,0,1,0,1,1,0,1,0,0,0,0,0
"6871",47,"[ 22,   67)",499,0,0,0,0,0,1,0,0,0,0,0,0,0
"6872",50,"[203,  246)",499,0,0,0,0,0,1,0,0,1,0,0,1,0
"6873",NA,"[203,  246)",99,0,0,0,0,0,1,0,1,1,0,0,0,0
"6874",90,"[ 67,  123)",999,0,0,0,0,1,0,0,1,1,0,0,0,0
"6876",12,"[203,  246)",999,1,0,0,0,0,0,0,1,0,0,0,0,0
"6877",93,"[165,  203)",399,0,0,1,0,0,0,0,1,0,0,0,0,1
"6878",5,"[ 22,   67)",999,0,0,1,1,0,1,0,1,0,0,0,0,0
"6879",43,"[931,41947]",999,0,0,0,0,1,0,0,0,1,0,0,0,0
"6880",13,"[ 22,   67)",299,0,0,1,0,0,1,0,1,1,0,0,0,0
"6883",65,"[475,  931)",799,0,0,0,1,0,1,0,1,0,0,0,0,0
"6884",100,"[203,  246)",299,0,0,0,0,0,1,0,1,0,0,0,0,0
"6885",23,"[123,  165)",0,1,0,1,0,0,0,0,1,0,0,0,0,0
"6886",17,"[123,  165)",999,0,0,1,0,0,0,0,0,0,0,0,0,0
"6888",50,"[165,  203)",999,0,0,0,1,1,1,0,1,1,0,0,0,0
"6889",90,"[317,  475)",999,0,0,1,0,0,0,1,1,0,0,1,0,0
"6891",50,"[203,  246)",999,1,0,0,1,0,0,1,1,0,0,0,0,0
"6892",28,"[123,  165)",499,0,0,0,0,0,1,0,0,1,0,0,1,0
"6893",90,"[931,41947]",999,0,0,0,0,1,0,0,0,1,0,0,0,0
"6894",87,"[ 22,   67)",299,0,0,0,0,0,0,0,1,0,0,0,0,0
"6895",62,"[246,  317)",999,0,0,0,0,0,1,0,0,1,0,0,1,0
"6896",32,"[  0,   22)",0,0,0,1,0,0,0,0,1,0,0,0,0,0
"6897",28,"[123,  165)",199,0,0,1,0,0,0,0,0,1,0,0,0,0
"6898",31,"[123,  165)",999,0,0,0,1,0,1,0,0,0,0,0,0,0
"6899",65,"[317,  475)",1499,0,0,1,1,0,1,0,1,0,0,1,0,0
"6900",1,"[ 22,   67)",499,0,0,0,0,0,0,0,0,1,0,0,0,0
"6901",95,"[317,  475)",1499,0,1,1,1,0,0,1,1,0,0,0,0,0
"6902",67,"[246,  317)",199,0,0,0,0,0,0,1,1,1,1,0,1,0
"6903",93,"[165,  203)",999,0,0,1,0,0,0,0,1,1,0,0,0,0
"6904",34,"[ 22,   67)",599,0,0,1,0,0,0,0,0,0,0,0,0,0
"6905",65,"[123,  165)",999,0,0,1,0,0,0,0,0,1,0,0,0,0
"6906",52,"[246,  317)",499,1,0,0,0,1,1,0,0,0,0,0,0,0
"6907",28,"[246,  317)",1499,0,0,0,1,1,1,0,1,0,0,0,0,0
"6908",25,"[ 67,  123)",1999,0,0,1,1,0,1,0,1,0,0,0,0,0
"6909",15,"[ 22,   67)",999,1,0,0,0,0,0,0,1,0,0,0,0,0
