"","score_rank","average_forever","price","Strategy","Multiplayer","Action","RPG","Simulation","Adventure","Singleplayer","Indie","Casual","Atmospheric","Great Soundtrack","Puzzle","2D"
"3334",19,"[123,  165)",999,0,0,1,0,0,1,0,1,0,0,0,1,0
"3335",28,"[246,  317)",999,1,0,0,0,0,0,1,1,1,0,0,0,0
"3336",20,"[475,  931)",1999,1,0,1,1,0,1,0,1,0,1,0,0,0
"3337",59,"[475,  931)",799,1,0,0,1,1,1,1,1,0,0,0,0,0
"3340",15,"[203,  246)",99,0,0,1,0,0,0,0,1,1,0,0,0,0
"3341",95,"[246,  317)",599,0,0,0,0,0,1,1,0,1,1,1,0,0
"3342",22,"[165,  203)",1799,1,1,1,1,0,0,1,1,0,0,0,0,1
"3343",41,"[ 67,  123)",299,0,0,0,0,0,0,0,1,1,0,0,0,0
"3344",98,"[ 67,  123)",99,0,0,0,0,0,0,1,1,1,0,0,1,0
"3346",95,"[165,  203)",1199,0,0,1,1,0,1,0,1,0,0,0,0,0
"3347",45,"[ 67,  123)",1499,0,0,0,0,0,1,0,1,0,1,0,1,0
"3348",1,"[  0,   22)",0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3349",20,"[ 22,   67)",499,0,0,1,0,0,0,0,1,1,0,0,0,0
"3350",19,"[  0,   22)",2999,0,0,0,1,0,1,0,1,0,0,0,0,0
"3351",59,"[165,  203)",799,1,0,0,0,0,0,1,0,1,0,0,1,0
"3352",39,"[203,  246)",399,0,0,0,0,0,1,0,1,0,1,1,0,1
"3353",47,"[475,  931)",1499,0,1,0,0,0,0,0,0,0,0,0,0,0
"3354",67,"[165,  203)",999,0,0,1,0,0,0,1,1,0,0,0,1,1
"3355",9,"[  0,   22)",0,0,1,1,0,0,0,0,1,0,0,0,0,0
"3356",93,"[ 67,  123)",0,0,0,0,0,0,1,0,1,0,0,1,0,0
"3357",16,"[246,  317)",999,0,0,0,1,0,1,1,1,0,0,0,1,0
"3358",65,"[475,  931)",349,1,0,0,0,0,0,1,0,0,1,1,0,0
"3359",65,"[931,41947]",1499,1,0,0,0,0,0,0,0,0,0,0,0,0
"3360",6,"[246,  317)",499,1,1,0,1,0,0,0,1,0,1,0,0,0
"3361",62,"[123,  165)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"3362",9,"[ 67,  123)",299,0,0,1,0,0,0,0,1,0,0,0,0,1
"3363",95,"[ 67,  123)",99,0,0,0,0,0,0,1,1,1,0,0,1,1
"3364",77,"[123,  165)",299,0,0,0,0,0,1,0,1,0,0,0,1,0
"3365",26,"[246,  317)",499,1,1,0,0,0,0,0,1,1,0,0,0,0
"3366",62,"[931,41947]",999,0,1,0,0,1,0,0,0,0,0,0,0,0
"3367",14,"[203,  246)",99,0,0,1,0,0,1,0,1,0,0,0,0,0
"3368",9,"[475,  931)",499,0,0,0,0,0,0,1,1,1,0,0,0,0
"3369",9,"[931,41947]",499,0,0,0,0,0,0,1,1,1,0,0,0,0
"3370",20,"[165,  203)",399,0,0,1,0,0,0,0,1,1,0,0,0,0
"3371",26,"[203,  246)",0,0,0,1,0,0,0,0,1,1,0,0,0,0
"3373",43,"[475,  931)",499,1,0,0,0,0,0,1,0,0,0,0,0,0
"3374",50,"[475,  931)",1499,0,0,1,1,0,0,1,1,0,0,0,0,0
"3375",50,"[931,41947]",999,1,0,0,0,0,0,1,0,0,0,0,0,0
"3376",1,"[ 22,   67)",999,0,0,1,0,0,0,0,1,1,0,0,0,0
"3377",7,"[  0,   22)",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3378",50,"[475,  931)",1999,0,0,0,1,0,1,1,1,0,0,0,0,0
"3381",80,"[475,  931)",2499,1,1,1,0,1,1,1,1,0,0,0,0,0
"3382",21,"[931,41947]",1499,1,0,1,0,1,0,0,0,0,0,0,0,0
"3383",5,"[246,  317)",299,0,0,1,0,0,0,0,1,0,0,0,0,0
"3384",59,"[ 22,   67)",0,0,0,1,0,0,1,1,1,0,1,0,0,0
"3385",15,"[ 67,  123)",999,1,0,0,1,0,1,1,1,1,0,0,0,0
"3386",39,"[203,  246)",1699,0,0,1,0,0,1,1,0,0,0,0,0,0
"3388",80,"[931,41947]",499,1,0,0,0,0,0,1,0,0,1,1,0,0
"3389",99,"[203,  246)",499,0,0,0,0,0,1,1,1,0,1,0,1,0
"3390",98,"[246,  317)",999,0,0,0,0,0,0,0,1,1,0,0,1,0
"3391",31,"[123,  165)",299,0,0,0,0,0,1,0,1,0,1,0,0,0
"3392",59,"[475,  931)",1499,0,0,1,1,1,1,1,1,0,1,0,0,0
"3393",47,"[  0,   22)",499,0,0,1,0,0,0,0,0,0,0,0,0,0
"3394",52,"[317,  475)",999,0,0,0,0,0,1,0,0,1,0,0,1,0
"3395",54,"[246,  317)",999,0,0,0,1,0,1,0,1,0,0,0,0,0
"3396",25,"[931,41947]",1999,1,1,0,1,0,1,1,0,0,0,0,0,0
"3397",32,"[931,41947]",399,1,0,0,0,0,0,0,0,0,0,0,0,0
"3398",56,"[123,  165)",199,0,0,1,0,0,1,1,1,0,1,0,0,1
"3399",28,"[317,  475)",999,0,0,1,1,0,1,1,1,0,0,0,0,1
"3400",62,"[317,  475)",599,0,0,1,1,0,1,1,0,0,0,0,0,0
"3401",84,"[123,  165)",499,0,0,1,1,0,0,1,1,0,0,0,0,0
"3402",65,"[475,  931)",999,1,1,0,0,1,0,1,1,0,1,0,0,0
"3403",4,"[123,  165)",499,0,0,1,0,0,1,0,0,0,0,0,1,0
"3404",41,"[ 22,   67)",0,0,0,0,1,0,1,0,1,1,0,1,0,0
"3405",84,"[165,  203)",1999,0,0,1,0,0,0,0,0,0,0,0,0,0
"3406",29,"[931,41947]",1499,1,1,0,0,0,0,1,0,0,0,0,0,0
"3407",45,"[317,  475)",1499,0,0,1,0,0,0,1,0,0,0,1,0,1
"3408",50,"[165,  203)",49,0,0,1,1,0,1,0,1,1,0,0,0,0
"3409",9,"[203,  246)",299,0,0,1,0,0,1,1,1,1,0,0,0,1
"3410",29,"[  0,   22)",499,1,0,1,0,0,0,0,1,1,0,0,1,0
"3411",7,"[246,  317)",0,0,1,1,0,0,0,0,1,0,0,0,0,0
"3412",31,"[317,  475)",59,0,1,0,0,0,1,0,0,0,0,0,0,0
"3414",80,"[165,  203)",999,0,0,1,0,0,0,1,1,0,0,0,0,1
"3416",47,"[317,  475)",499,1,1,0,1,0,1,1,1,0,0,0,0,0
"3417",47,"[ 67,  123)",699,0,0,1,0,0,0,0,1,1,0,0,0,0
"3418",54,"[931,41947]",999,0,0,0,1,0,0,1,1,1,0,0,1,1
"3419",45,"[165,  203)",699,0,0,1,0,0,1,0,1,1,0,0,0,0
"3421",20,"[203,  246)",0,1,1,1,0,1,0,0,0,0,0,0,0,0
"3422",43,"[931,41947]",1999,1,0,0,1,0,1,1,0,0,0,0,0,0
"3423",70,"[475,  931)",499,1,0,0,0,0,0,0,0,0,0,0,0,0
"3424",43,"[246,  317)",999,0,0,1,0,0,0,1,0,0,0,0,0,0
"3425",23,"[ 67,  123)",499,1,0,0,0,1,0,0,0,0,0,0,0,0
"3426",20,"[ 67,  123)",499,0,0,1,0,0,0,0,1,1,0,0,0,0
"3427",56,"[931,41947]",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"3428",50,"[931,41947]",999,0,0,0,1,0,1,1,0,0,1,0,0,0
"3429",77,"[317,  475)",199,1,0,0,0,1,0,1,1,1,1,1,1,0
"3430",29,"[165,  203)",1199,0,0,1,0,0,1,1,1,1,1,0,0,1
"3431",32,"[475,  931)",999,1,1,1,0,0,1,0,1,1,0,1,0,1
"3432",41,"[ 67,  123)",799,0,0,1,0,0,0,0,1,0,0,0,0,0
"3434",56,"[931,41947]",499,0,0,0,1,0,0,0,1,0,0,0,0,0
"3435",95,"[475,  931)",2999,0,1,1,0,0,0,1,0,0,0,1,0,0
"3436",70,"[931,41947]",499,0,0,0,1,0,0,0,1,0,0,0,0,0
"3438",77,"[931,41947]",499,0,0,0,1,0,0,0,1,0,0,0,0,0
"3440",70,"[165,  203)",999,0,0,0,0,1,1,0,1,1,0,0,0,0
"3441",35,"[475,  931)",2999,1,0,0,1,0,0,0,0,0,0,0,0,0
"3442",90,"[ 22,   67)",299,0,1,1,0,0,0,0,1,0,0,0,0,0
"3443",18,"[931,41947]",2999,1,0,0,0,0,0,1,1,0,0,0,0,0
"3444",87,"[931,41947]",1399,1,0,0,0,1,0,1,1,0,0,0,0,0
"3445",45,"[203,  246)",99,0,0,1,0,0,1,1,1,0,0,0,0,1
"3446",84,"[165,  203)",999,0,0,0,0,0,0,0,1,1,0,0,0,0
"3447",45,"[246,  317)",1499,0,1,0,1,0,1,1,1,0,0,1,0,0
"3449",2,"[  0,   22)",0,0,1,1,0,0,0,0,0,0,0,0,0,0
"3450",73,"[931,41947]",1499,0,0,0,1,0,1,1,1,0,1,0,0,0
"3451",70,"[203,  246)",199,0,0,1,1,0,1,1,1,0,0,0,0,0
"3452",59,"[475,  931)",1499,1,1,1,0,1,0,0,1,0,0,1,0,0
"3453",62,"[246,  317)",999,0,0,0,0,0,0,0,1,1,0,0,1,0
"3454",8,"[  0,   22)",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3455",84,"[475,  931)",499,1,1,0,1,0,0,1,1,0,0,1,0,0
"3456",50,"[165,  203)",1499,0,0,0,0,0,1,1,1,0,1,1,1,0
"3458",56,"[123,  165)",999,0,0,1,0,0,0,0,0,0,0,0,0,0
"3459",23,"[475,  931)",1999,0,1,1,0,1,0,1,0,0,1,0,0,0
"3460",47,"[  0,   22)",199,0,0,0,0,0,0,0,0,1,0,0,1,0
"3461",62,"[246,  317)",499,1,0,1,0,1,0,0,1,0,0,0,0,0
"3462",35,"[165,  203)",999,0,0,0,1,0,1,1,0,0,0,0,0,0
"3463",73,"[203,  246)",799,0,0,1,0,0,0,1,1,0,0,0,0,0
"3464",80,"[317,  475)",999,0,0,1,1,0,1,0,0,0,0,1,0,0
"3465",56,"[475,  931)",5999,1,1,1,0,0,1,1,0,0,1,0,0,0
"3466",6,"[246,  317)",399,1,0,0,1,0,0,0,0,0,0,0,0,0
"3467",41,"[165,  203)",599,0,0,1,0,0,1,0,1,0,0,0,0,0
"3468",41,"[203,  246)",499,0,0,0,0,0,0,0,1,1,0,0,1,0
"3470",65,"[246,  317)",699,0,1,1,0,0,0,0,1,0,0,0,0,0
"3471",32,"[123,  165)",599,1,0,0,0,0,1,0,1,1,0,0,0,0
"3472",4,"[ 22,   67)",299,0,1,1,0,1,0,0,1,1,0,0,0,0
"3473",87,"[475,  931)",999,0,0,0,1,0,1,0,0,0,0,0,0,1
"3474",73,"[165,  203)",299,0,0,0,0,0,0,0,1,1,0,0,0,0
"3476",43,"[246,  317)",999,0,0,1,0,0,1,1,1,0,0,1,0,0
"3477",80,"[246,  317)",1199,0,0,0,0,0,0,1,1,0,1,1,1,1
"3478",45,"[203,  246)",999,0,0,1,0,0,0,1,0,0,0,0,0,0
"3479",54,"[  0,   22)",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3480",43,"[475,  931)",1999,0,0,1,0,0,1,1,0,0,0,0,0,0
"3481",6,"[475,  931)",0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3482",8,"[203,  246)",499,0,0,1,0,0,1,0,1,0,0,0,0,0
"3483",9,"[ 67,  123)",999,0,0,1,0,0,0,0,0,0,0,1,0,1
"3484",26,"[475,  931)",1499,1,0,0,1,0,0,1,0,0,0,0,0,0
"3485",26,"[475,  931)",599,1,0,0,0,1,0,0,0,0,0,0,0,0
"3486",22,"[475,  931)",2699,0,1,0,0,1,1,1,0,0,0,0,0,0
"3487",23,"[123,  165)",299,0,0,1,0,0,0,0,1,1,0,0,1,0
"3488",80,"[203,  246)",999,0,0,0,0,0,1,1,0,1,0,0,1,0
"3489",21,"[  0,   22)",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3490",62,"[931,41947]",999,1,0,0,0,0,0,0,0,0,0,0,0,0
"3491",84,"[931,41947]",3499,1,1,0,1,0,0,1,1,0,0,0,0,0
"3492",73,"[931,41947]",499,0,0,0,0,0,0,1,0,1,0,0,1,0
"3493",59,"[203,  246)",299,0,0,0,0,0,0,0,1,1,0,0,0,0
"3494",39,"[931,41947]",1499,0,1,0,0,1,0,0,0,0,0,0,0,0
"3495",59,"[246,  317)",999,1,0,1,0,0,0,0,1,0,0,0,0,0
"3496",13,"[  0,   22)",599,0,0,0,0,0,1,0,1,0,0,0,0,0
"3497",5,"[317,  475)",1499,1,1,1,0,0,0,1,0,0,0,0,0,0
"3498",16,"[475,  931)",2999,1,0,0,0,1,1,1,1,0,0,0,0,0
"3499",62,"[317,  475)",999,0,0,0,0,0,1,1,0,0,0,0,1,0
"3500",21,"[317,  475)",1499,1,0,1,0,1,1,0,1,1,0,1,0,0
"3501",2,"[475,  931)",1699,1,0,0,0,0,0,1,0,0,0,0,0,0
"3502",28,"[165,  203)",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3503",56,"[203,  246)",999,0,0,0,0,0,1,0,1,1,0,0,1,1
"3504",18,"[317,  475)",3999,0,1,1,0,0,0,0,0,0,0,0,0,0
"3505",23,"[ 67,  123)",699,0,1,1,0,0,0,0,1,1,0,0,0,0
"3506",77,"[317,  475)",339,0,0,0,0,0,1,1,0,1,0,1,0,0
"3507",34,"[165,  203)",1099,0,0,1,0,0,0,0,1,1,0,0,0,0
"3508",50,"[123,  165)",599,0,0,1,0,0,1,0,1,0,0,0,0,0
"3509",65,"[317,  475)",899,0,1,1,0,0,0,0,1,0,0,0,0,0
"3510",77,"[475,  931)",1999,0,0,0,0,0,1,0,1,0,0,0,0,0
"3511",73,"[246,  317)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"3512",70,"[123,  165)",499,0,0,0,0,0,0,0,1,0,0,0,1,0
"3513",77,"[246,  317)",1999,0,0,1,0,0,1,1,0,0,1,1,0,0
"3514",21,"[246,  317)",0,1,1,1,1,0,0,0,0,0,0,0,0,0
"3515",9,"[ 67,  123)",799,0,0,1,0,1,0,0,1,0,0,0,0,0
"3516",6,"[203,  246)",999,0,0,0,0,0,1,0,0,1,0,0,1,0
"3517",67,"[165,  203)",599,0,0,1,0,0,0,0,1,0,0,1,0,1
"3518",21,"[317,  475)",999,1,0,0,0,1,0,0,0,0,0,0,0,0
"3519",65,"[246,  317)",3999,1,1,1,0,0,0,0,1,0,0,0,0,0
"3520",5,"[317,  475)",1999,1,0,0,0,0,0,0,0,0,0,0,0,0
"3521",56,"[ 22,   67)",399,0,0,1,0,0,0,0,1,0,0,0,0,1
"3522",14,"[123,  165)",299,0,0,1,0,0,0,0,1,1,0,0,0,0
"3523",9,"[165,  203)",1499,1,0,1,0,0,0,0,1,0,0,0,0,0
"3524",93,"[203,  246)",499,0,0,0,0,0,1,1,1,0,1,0,0,0
"3525",47,"[931,41947]",1999,1,0,0,1,0,1,1,1,0,0,0,0,0
"3526",52,"[475,  931)",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3527",45,"[123,  165)",1499,0,0,0,0,1,1,1,1,1,0,0,0,0
"3528",37,"[123,  165)",499,0,0,0,0,0,0,0,1,1,0,0,1,0
"3529",62,"[123,  165)",199,0,0,0,0,1,1,0,1,0,0,0,0,0
"3530",54,"[203,  246)",399,0,0,1,0,0,1,0,1,0,0,0,1,0
"3531",19,"[123,  165)",499,0,1,0,0,0,1,0,1,1,0,0,0,0
"3532",3,"[ 22,   67)",399,1,0,1,0,0,0,0,0,0,0,0,0,0
"3533",35,"[ 22,   67)",0,1,1,0,1,0,0,0,1,0,0,0,0,0
"3534",80,"[ 22,   67)",399,0,0,1,0,0,0,0,1,0,0,0,0,1
"3535",87,"[475,  931)",599,0,0,1,0,0,0,1,1,0,0,1,0,1
"3536",39,"[123,  165)",299,0,0,0,0,0,0,0,1,1,0,0,0,0
"3537",70,"[123,  165)",49,1,0,1,0,0,1,0,1,1,0,0,0,0
"3538",87,"[  0,   22)",0,0,1,1,0,0,0,0,1,1,0,0,0,0
"3539",5,"[317,  475)",1499,0,0,1,0,0,1,1,1,0,0,0,0,0
"3540",25,"[ 67,  123)",1999,0,0,1,0,0,0,0,1,0,0,0,1,0
"3542",26,"[  0,   22)",0,1,0,0,0,0,0,0,1,0,0,0,0,0
"3543",15,"[ 22,   67)",149,1,0,1,0,0,0,0,1,0,0,0,0,0
"3544",26,"[203,  246)",199,0,0,0,0,0,1,0,1,0,0,0,0,0
"3545",29,"[475,  931)",1499,0,1,1,1,1,1,0,1,0,0,0,0,0
"3546",80,"[203,  246)",699,0,1,1,0,1,0,0,1,0,0,0,0,0
"3547",29,"[165,  203)",199,0,0,1,0,0,0,0,1,0,0,0,1,1
"3548",37,"[165,  203)",179,0,0,0,1,0,1,1,1,0,0,0,0,0
"3549",28,"[123,  165)",999,0,0,1,1,0,1,0,1,0,0,0,0,0
"3550",90,"[ 67,  123)",999,0,0,1,0,0,0,1,1,0,1,1,0,1
"3551",47,"[ 67,  123)",299,0,0,0,0,0,0,0,1,1,0,0,0,0
"3552",93,"[  0,   22)",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3553",84,"[ 22,   67)",0,0,0,0,1,1,0,0,1,1,0,0,0,0
"3554",84,"[475,  931)",2999,0,0,0,0,0,1,1,0,0,0,0,0,0
"3555",67,"[475,  931)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"3556",29,"[ 22,   67)",299,0,0,0,0,0,0,0,1,1,0,0,0,0
"3557",62,"[ 22,   67)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"3558",90,"[203,  246)",1499,0,0,1,0,0,1,0,1,0,0,1,0,0
"3560",13,"[ 22,   67)",299,0,0,0,0,0,0,0,1,1,0,0,0,0
"3561",23,"[931,41947]",499,1,0,0,0,0,1,0,0,0,1,0,0,0
"3562",50,"[ 67,  123)",399,0,0,1,0,0,0,0,0,0,0,0,0,1
"3563",43,"[ 22,   67)",299,0,0,0,0,0,0,0,1,1,0,0,0,0
"3564",90,"[ 67,  123)",399,0,0,1,0,0,0,0,1,0,0,1,0,1
"3565",67,"[931,41947]",4999,0,0,0,0,0,0,0,1,0,0,0,0,1
"3566",50,"[317,  475)",999,1,0,1,0,0,0,0,1,1,0,0,0,0
"3567",54,"[123,  165)",999,0,0,0,0,0,0,0,1,1,0,0,1,0
"3568",35,"[165,  203)",899,0,0,1,0,1,1,1,1,0,1,0,0,0
"3569",93,"[165,  203)",999,0,0,0,0,0,0,0,1,0,0,0,1,0
"3570",52,"[ 67,  123)",499,0,0,1,0,0,1,0,1,1,0,0,1,1
"3571",32,"[246,  317)",999,0,0,0,0,0,1,0,1,0,0,0,0,0
"3572",8,"[475,  931)",999,1,0,1,0,0,0,0,0,0,0,0,0,0
"3573",56,"[165,  203)",1999,0,0,1,0,0,1,1,0,0,0,0,0,0
"3574",7,"[  0,   22)",0,0,1,0,0,0,0,0,0,1,0,0,0,0
"3575",59,"[317,  475)",1299,0,0,0,0,1,1,1,1,1,1,0,0,0
"3576",9,"[  0,   22)",0,1,1,0,0,0,0,0,1,1,0,0,0,0
"3577",19,"[475,  931)",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3578",7,"[ 67,  123)",999,0,0,1,0,0,0,0,0,0,0,0,0,0
"3579",16,"[  0,   22)",0,0,1,0,0,1,1,0,1,1,0,0,0,0
"3580",50,"[203,  246)",49,1,0,1,0,0,1,0,1,1,0,0,0,0
"3581",62,"[475,  931)",999,1,0,0,1,0,0,1,1,0,0,0,0,0
"3583",9,"[931,41947]",0,0,0,1,1,0,1,0,0,0,0,0,0,0
"3584",67,"[165,  203)",499,0,0,0,0,0,1,0,1,0,0,0,1,0
"3585",22,"[246,  317)",799,0,0,0,1,0,1,0,1,0,0,0,0,0
"3586",65,"[123,  165)",1499,0,0,1,0,0,0,1,1,0,0,1,0,0
"3587",65,"[931,41947]",2999,1,0,0,0,1,0,0,0,0,0,0,0,0
"3588",99,"[475,  931)",1999,0,0,1,1,0,1,1,1,0,0,1,1,1
"3589",62,"[475,  931)",1499,1,0,0,1,0,0,0,0,0,0,0,0,0
"3590",26,"[246,  317)",0,1,0,0,1,0,1,0,0,0,0,0,0,0
"3591",93,"[931,41947]",2999,0,0,0,0,0,1,1,0,0,0,0,0,0
"3592",50,"[165,  203)",999,1,0,0,0,0,0,0,0,1,0,0,1,0
"3593",54,"[203,  246)",1999,0,0,1,0,0,1,1,1,0,0,0,0,0
"3595",9,"[ 67,  123)",499,0,0,1,0,1,0,0,1,1,0,0,0,0
"3596",59,"[123,  165)",499,0,0,1,0,0,0,0,1,0,0,0,0,1
"3597",6,"[931,41947]",2999,1,1,0,0,1,0,1,0,0,0,1,0,0
"3598",17,"[317,  475)",999,1,0,0,0,0,0,0,0,0,0,0,0,0
"3599",50,"[ 22,   67)",0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3600",21,"[931,41947]",1999,1,0,0,1,1,0,1,1,0,0,0,0,0
"3601",25,"[931,41947]",899,1,1,1,0,1,0,1,1,0,1,0,0,0
"3602",0,"[  0,   22)",299,0,0,0,0,0,1,0,1,0,0,0,0,0
"3603",84,"[317,  475)",1499,0,1,0,0,0,1,0,1,0,0,0,1,0
"3604",95,"[165,  203)",299,0,0,0,1,0,1,1,1,1,1,1,0,1
"3605",62,"[317,  475)",1499,0,1,1,1,0,1,1,1,0,1,0,0,0
"3606",73,"[246,  317)",699,0,0,0,0,0,0,1,1,1,0,0,1,0
"3607",50,"[475,  931)",2999,1,1,1,0,0,0,1,0,1,0,0,0,1
"3608",37,"[203,  246)",499,0,0,0,1,0,1,0,1,1,0,0,0,0
"3609",29,"[475,  931)",999,1,1,0,0,0,0,0,0,0,0,0,0,0
"3610",13,"[123,  165)",1299,1,0,1,1,1,1,0,1,1,0,0,0,0
"3611",67,"[475,  931)",1499,1,1,0,0,0,0,1,1,0,1,1,0,1
"3612",32,"[123,  165)",399,0,0,0,0,0,1,0,1,0,0,0,0,0
"3613",37,"[  0,   22)",399,0,0,1,0,0,0,0,0,0,0,0,0,0
"3614",52,"[165,  203)",999,0,0,0,0,0,1,0,0,1,0,0,1,0
"3615",3,"[  0,   22)",499,0,0,1,1,0,1,0,1,0,0,0,0,0
"3616",23,"[ 22,   67)",399,0,0,1,0,0,0,0,0,0,0,0,0,0
"3617",25,"[ 22,   67)",0,0,0,0,0,0,1,0,0,1,0,0,0,0
"3618",50,"[ 67,  123)",199,0,0,1,0,0,0,1,1,1,1,1,0,1
"3619",90,"[475,  931)",1499,0,0,1,1,0,0,0,1,0,0,1,0,1
"3620",65,"[ 22,   67)",399,0,0,1,0,0,0,0,1,0,0,0,0,0
"3621",5,"[ 22,   67)",299,0,0,0,1,0,1,1,1,0,0,0,0,0
"3622",95,"[246,  317)",1499,0,0,0,0,0,0,1,1,1,0,1,0,0
"3623",77,"[203,  246)",599,0,0,0,0,0,1,0,0,0,1,0,0,0
"3624",8,"[165,  203)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"3626",1,"[  0,   22)",0,0,0,0,1,0,0,1,1,0,0,0,1,0
"3628",10,"[203,  246)",999,1,0,1,0,0,0,0,1,0,0,0,0,0
"3630",70,"[317,  475)",1999,0,0,1,0,0,0,0,1,0,0,0,0,0
"3631",93,"[  0,   22)",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"3632",45,"[165,  203)",499,0,0,1,1,0,1,1,1,0,0,0,0,0
"3633",56,"[475,  931)",1999,1,0,0,1,1,0,1,1,0,0,0,0,1
"3636",73,"[ 22,   67)",599,0,0,0,0,0,1,0,0,1,0,0,0,0
"3638",32,"[165,  203)",199,0,0,0,0,0,1,1,1,1,0,0,0,0
"3639",62,"[  0,   22)",599,0,0,0,0,0,1,0,0,1,0,0,0,0
"3640",31,"[ 22,   67)",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3642",84,"[203,  246)",499,0,0,1,0,0,1,1,1,1,0,1,0,1
"3643",16,"[317,  475)",399,0,0,0,0,0,1,0,1,0,0,0,0,0
"3645",47,"[ 67,  123)",999,0,0,0,0,0,1,1,1,1,1,0,1,0
"3646",26,"[317,  475)",999,0,0,1,1,0,1,1,1,0,0,0,0,1
"3648",35,"[317,  475)",1499,0,0,0,1,0,1,1,1,0,0,0,0,1
"3650",62,"[246,  317)",1124,0,0,1,0,0,0,0,1,0,0,1,0,0
"3652",50,"[ 67,  123)",699,1,0,0,0,0,0,0,1,0,0,0,0,0
"3653",12,"[123,  165)",499,1,0,0,0,0,0,0,0,1,0,0,0,0
"3654",65,"[317,  475)",999,1,1,0,0,0,0,0,1,1,0,0,0,0
"3655",100,"[ 67,  123)",599,0,0,0,0,0,1,0,0,0,1,0,0,0
"3657",67,"[165,  203)",499,0,0,1,0,0,0,1,1,1,0,0,1,1
"3658",54,"[203,  246)",999,1,0,1,0,0,0,0,1,0,0,0,0,0
"3659",32,"[ 22,   67)",999,0,1,1,0,0,0,0,1,0,1,1,0,0
"3660",20,"[203,  246)",399,0,0,0,0,0,1,0,1,0,0,0,0,0
"3661",41,"[246,  317)",1999,0,0,0,0,0,1,1,1,1,1,0,1,0
"3662",2,"[203,  246)",99,1,0,1,0,0,0,0,1,1,0,0,0,0
"3663",73,"[203,  246)",299,0,0,1,0,0,1,0,1,0,0,0,0,1
"3664",54,"[  0,   22)",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3665",95,"[931,41947]",499,0,0,0,0,0,0,1,0,1,0,0,1,0
"3667",59,"[  0,   22)",599,0,0,0,0,0,1,0,0,1,0,0,0,0
"3668",50,"[475,  931)",499,1,0,0,0,0,0,0,0,0,0,0,0,0
"3669",22,"[ 22,   67)",699,0,0,0,0,1,0,0,0,0,0,0,0,0
"3671",95,"[931,41947]",3999,1,0,0,1,0,0,1,0,0,0,1,0,0
"3672",4,"[246,  317)",99,0,1,1,0,0,0,0,0,0,0,0,0,0
"3673",70,"[317,  475)",599,0,0,0,0,0,1,0,1,0,0,0,1,1
"3674",95,"[ 22,   67)",0,0,0,1,0,0,0,1,0,0,0,0,0,0
"3675",77,"[246,  317)",1999,0,0,0,1,0,1,1,1,1,1,1,0,0
"3676",4,"[ 22,   67)",999,0,0,1,0,1,0,0,0,0,0,0,0,0
"3679",16,"[  0,   22)",599,0,0,0,0,0,1,0,0,0,0,0,0,0
"3680",43,"[ 67,  123)",499,0,0,0,1,0,1,1,1,1,0,1,0,0
"3681",52,"[ 67,  123)",0,0,0,0,0,1,1,0,1,1,0,0,0,0
"3682",4,"[  0,   22)",0,0,1,1,0,0,0,0,0,0,0,0,0,0
"3683",13,"[246,  317)",1999,1,0,1,1,0,0,0,1,0,0,0,0,0
"3684",28,"[203,  246)",499,1,0,0,0,1,0,0,0,0,0,0,0,0
"3685",77,"[203,  246)",599,0,0,1,0,0,0,1,1,0,0,0,0,1
"3686",18,"[203,  246)",999,0,0,1,1,0,0,0,0,0,0,0,0,0
"3687",77,"[475,  931)",999,0,0,1,0,0,0,1,0,0,0,0,0,0
"3688",70,"[  0,   22)",699,0,0,1,0,0,0,0,0,0,0,0,0,0
"3689",15,"[317,  475)",999,1,0,0,0,0,0,0,0,0,0,0,0,0
"3690",67,"[317,  475)",899,0,1,1,0,0,0,0,1,0,0,0,0,0
"3691",50,"[ 67,  123)",999,0,0,1,0,0,1,0,1,1,0,0,1,0
"3692",2,"[317,  475)",499,0,0,1,0,0,0,1,0,0,0,0,0,0
"3693",77,"[246,  317)",599,0,0,0,0,0,1,1,0,0,0,0,0,0
"3694",54,"[317,  475)",499,1,0,0,0,0,0,0,0,0,0,0,0,0
"3695",70,"[165,  203)",399,0,0,1,0,0,1,1,1,1,1,1,1,0
"3696",13,"[ 67,  123)",124,1,0,0,0,0,0,0,1,0,0,0,1,0
